id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_to,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm_leer,t_mcm_video,t_mcm_audio,t_mcm_computador,t_tt1,t_tt2,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
05122-1,05122-1-02,0,0,1,6,3,0,0,0,0,2,2,2,1,1,0,0,2,38,0,0,0,0,0,0,1,21,12-24,1,técnica,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,112.5,47.5,0,0,0,0,0,5.78,2.83,0.44,0,0,0.33,4.79,0,0.35,8.65,8.54,63.34000000000001,0,30.84,0,0.44,3,1.16,37.15,0,0.36,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05126-1,05126-1-02,1,1,5,7,2,1,0,1,1,2,2,2,2,2,0,0,3,20.666666666666668,1,1,1,0,1,1,0,30,25-44,3,técnica,0,1,84,12,7,4,norte,2,Tarapacá,0.40540540540540543,0,4,Ocupada(o),1,3,5,5,5,4,2,NA,2,2,3,3,2,2,1,1,1,1,1,NA,NA,NA,187.5,187.5,0,0,0,0,0,187.5,462.5,154.16666666666666,0,84,0.9,0.13,0.01,1.72,0.83,0.24,1.15,0.02,0,0.22,0,0,8.05,2.32,51.31999999999999,0,3.52,1.1,0,1.58,0.57,4.17,6.15,0,1.04,0,1.04,0,0,0,168,2.232142857142857,-3.179988651344662,24.83,4.62,39.08,13.65,8.99,30.56,19.1,16.86,8.14,24.85,190.67998865134467
05128-1,05128-1-02,0,0,1,7,2,0,2,2,2,2,2,2,1,2,0,0,4,18.5,0,1,1,0,0,0,1,31,25-44,2,técnica,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,3,5,5,NA,NA,2,2,3,3,2,3,NA,NA,NA,NA,NA,4,NA,1,0,0,0,0,0,0,0,0,67.5,0,0,0,7.9,0.17,0.04,4.46,3.08,2.69,0,0,0.84,0.83,0,0.68,12.7,14.11,52.49999999999999,0,1.53,22.23,0,17.95,0,22.27,0,4.02,0,11.88,11.88,0,0,0.77,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05129-1,05129-1-01,0,0,4,6,1,0,0,0,0,0,2,2,0,0,2,0,2,72,0,1,1,0,0,0,0,78,66+,1,secundaria,0,0,0,0,0,3,sur,12,La Araucanía,0.660377358490566,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,85,85,3,3,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,87.5,265,132.5,66.25,175,262.5,397.5,153.75,1410000,0,0,0,0,0.61,0.02,0.01,0,0,0,0.14,1.19,0,27.43,9.09,61.03000000000001,0,16.51,0,0.01,33.46,17.38,1.12,0,0,0,0,0,0,0,0,168,NA,89.72370620986817,45.22,4.07,43.14,15.17,22.73,14.99,15.69,7.59,0.52,3.65,172.77629379013183
05129-1,05129-1-02,0,0,4,6,2,0,0,0,0,0,2,2,0,0,2,0,2,72,0,1,1,0,0,0,1,66,66+,1,primaria,0,0,0,0,0,3,sur,12,La Araucanía,0.33962264150943394,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,3,2,2,2,2,2,3,3,1,1,1,NA,NA,NA,0,0,45,0,0,0,90,135,397.5,111.25,180000,0,0.56,0,1.75,7.05,5.52,5.52,0,0,1.12,0.19,0,0,5.24,11.05,68.96,0,15.51,1.68,0,32.54,9.91,0.47,0,0.93,0,0,0,0,2.31,2.31,168,NA,46.14362033650363,23.26,2.1,22.19,7.8,11.69,7.71,8.07,3.9,0.27,1.88,88.85637966349637
05131-1,05131-1-02,0,0,4,7,10,0,0,0,0,3,3,2,2,1,0,0,3,40.666666666666664,0,0,0,0,0,0,1,41,25-44,3,secundaria,0,0,0,0,0,2,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,NA,3,85,3,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,257.5,85.83333333333333,0,0,0,0,0,3.81,1.61,1.32,0,0,1.05,0.7,0,0,10.62,5.86,60.15999999999999,0,22.71,0,0,30.08,0,29.03,0,1.05,0,0,0,0,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05132-1,05132-1-01,1,0,1,6,1,0,0,0,0,1,1,1,1,0,0,0,1,53,0,0,0,0,0,0,0,53,45-65,2,secundaria,0,1,48,12,4,2,sur,15,Aysén del General Carlos Ibañez del Campo,1,0,4,Ocupada(o),1,3,3,4,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,175,175,0,175,175,175,0,48,0,0,0,2.96,1.2,0.39,0,4.81,0.59,0.24,0,1.17,4.41,22.94,66.68,0,5.27,0.34,1.51,1.71,0.63,1.31,2.67,1.17,0,0,0,0,0,0,168,3.6458333333333335,22.104862947104586,31.77,5.17,45.65,10.01,13.34,18,15.28,8.8,0.73,4.15,152.89513705289542
05133-1,05133-1-01,0,0,4,6,1,0,0,0,0,0,1,1,0,0,1,0,1,87,0,0,0,0,0,0,1,87,66+,1,ninguna,0,0,0,0,0,1,sur,12,La Araucanía,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48.75,97.5,48.75,48.75,97.5,146.25,146.25,146.25,585000,0,0,0,0,0.85,0.09,0.17,0,0,0,1.74,0,0,4.35,24.17,48.02000000000001,0,86.94,0.13,0,0.97,0.57,0,0,0,0,0,0,0,0,0,168,NA,92.96488423244838,17.2,1.01,15.23,3.89,6.23,3.17,4.49,1.35,0.04,0.67,53.285115767551616
05139-1,05139-1-01,0,0,1,6,1,0,0,0,0,0,2,1,0,0,2,0,2,75,0,1,1,0,0,0,0,76,66+,2,secundaria,0,0,0,0,0,4,centro,6,Valparaíso,0.6666666666666666,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,1,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,300,150,75,200,300,450,175,1600000,0,0,0,0,0.95,0.22,0.11,52.6,0,0,0.55,0,0,5.39,16.22,63.44,0,15.58,0.33,0,12.06,0,0.55,0,0,0,0,0,0,0,0,168,NA,70.85910446880439,64.57,5.35,38.45,20.58,40.47,21.72,18.07,11.87,0.81,7.26,229.1408955311956
05145-1,05145-1-01,0,0,3,6,1,0,0,0,0,2,2,1,0,2,2,0,2,64,0,1,1,0,0,0,0,65,45-65,3,técnica,0,0,0,0,0,1,centro,6,Valparaíso,0,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.94,0.28,4.23,2.98,14.5,0.47,0,0.15,13.99,16.82,63.71999999999999,0,9.5,0,7.69,10.63,1.13,10.07,4.83,4.83,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05146-1,05146-1-01,0,0,1,6,1,0,0,0,1,2,1,2,0,1,0,0,2,28,1,0,0,0,0,0,1,39,25-44,2,universitaria,0,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Desocupada(o),NA,NA,NA,4,3,NA,NA,NA,2,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35,35,17.5,0,0,35,0,140000,0,0,0,2.99,6.85,14.73,1.12,0,14.34,1.99,4.35,0,0.63,12.78,8.01,62.87,0,15.72,0.98,1.68,3.81,0,10.66,0,4.49,0,0,0,2.99,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05147-1,05147-1-01,1,0,2,6,1,0,0,0,0,1,2,1,1,2,2,0,2,66.5,0,1,1,0,0,0,0,70,66+,2,técnica,0,1,64,9,6,5,norte,2,Tarapacá,0.875,0,4,Ocupada(o),1,1,2,3,4,NA,1,NA,1,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,175,175,175,450,400,200,393.75,743.75,850,396.875,2500000,64,0,0,0,8.9,0.07,0.19,0.32,2.92,0,2.93,0,0,4.12,12.68,47.88999999999999,0,4.62,0,0.21,6.85,3.64,3.18,5.44,0.04,0,0,0,0,0,0,168,2.734375,146.55576509728243,93.48,9.17,93.69,71.17,69.61,70.29,56.21,51.08,10.61,71.88,597.1942349027175
05148-1,05148-1-01,0,0,5,6,1,0,1,1,1,2,3,2,0,0,1,0,4,42.5,1,1,1,0,0,0,1,41,25-44,1,primaria,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,4,5,NA,NA,2,2,2,2,2,2,3,1,1,1,1,NA,NA,NA,0,0,0,10,10,2.5,0,0,10,0,40000,0,5,0,0.68,17.28,17.56,3.15,0,0,0,0.61,0,0,9.64,9.44,60.99999999999999,0,3.82,0,0.26,34.88,0.01,3.92,0,0.75,0,6.43,6.43,0,0,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05148-1,05148-1-04,0,0,5,6,5,0,1,1,1,2,3,2,0,0,1,0,4,42.5,0,0,0,0,0,0,1,80,66+,1,primaria,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,4,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,5.08,10.04,53.69,0,71.46,0,0,9.11,3.5,2.1,0,0,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05151-1,05151-1-02,0,0,2,6,2,0,0,0,0,0,2,2,0,0,2,0,2,82,0,1,1,0,0,0,0,80,66+,2,primaria,0,0,0,0,0,2,sur,12,La Araucanía,0.4539877300613497,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,3,3,2,3,2,2,4,1,1,1,3,NA,NA,NA,0,0,37,0,0,0,74,111,244.5,77.75,148000,0,0,0,0,14.66,0.3,0,0,0.78,0,1.38,0,0,8.55,8.01,63.92,0,6.33,0,3.38,40.76,0.78,19.15,0,0,0,0,0,0,0,0,168,NA,45.14782151019374,20.45,1.31,16.34,5.22,9.12,4.62,5.77,1.98,0.07,0.97,65.85217848980626
05153-1,05153-1-01,1,0,1,6,1,0,0,0,0,2,2,1,1,2,0,0,2,29,0,0,0,0,0,0,1,27,25-44,3,universitaria,0,1,40,8,5,2,metropolitana,7,Región Metropolitana de Santiago,1,1,2,Ocupada(o),1,3,1,4,3,NA,2,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,275,275,0,0,275,137.5,0,275,275,137.5,0,40,0,0,0.04,1.69,1.78,0,0,0.38,0,0,0,0,8.16,7.96,51.45000000000001,0,16.3,2.29,2.98,13.04,0,21.09,0.84,0,0,0,0,0.04,0,0,168,6.875,-52.30910026318854,51.31,7.89,88.8,20.69,18.16,35.27,34.7,22.98,13.08,34.42,327.30910026318855
05155-1,05155-1-01,1,0,2,6,1,0,0,0,0,2,2,2,2,2,0,0,2,52,0,1,1,0,0,0,0,53,45-65,3,universitaria,0,1,40,8,5,5,metropolitana,7,Región Metropolitana de Santiago,0.6976744186046512,0,2,Ocupada(o),1,3,1,5,5,NA,1,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,375,750,0,185,1260,630,129.06976744186048,879.07,1260,602.0348837209302,740000,40,0,0,0,10.43,1.35,0.98,0.11,0.22,4.19,0.93,0,0,5.96,11,43.13999999999999,0,18.75,0,2.8,9.65,0.44,6.49,4.7,6.86,0,0,0,1.81,0,0,168,18.75,246.03275922318218,76.84,11.33,106.48,62.35,64.06,83,51.9,68.61,19.79,88.67,633.0372407768178
05155-1,05155-1-02,1,0,2,6,2,0,0,0,0,2,2,2,2,2,0,0,2,52,0,1,1,0,0,0,1,51,45-65,3,universitaria,0,1,45,9,5,5,metropolitana,7,Región Metropolitana de Santiago,0.3023255813953488,0,3,Ocupada(o),1,4,1,3,5,NA,1,NA,2,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,325,325,0,0,0,0,55.93023255813954,380.93,1260,565.4651162790698,0,45,0,0,0,3.74,1.35,1.03,0,3.5,0.96,1.15,0,0,5.56,9.87,42.91,0,18.72,1.03,7.45,5,5.11,5.88,8.57,1.17,0,0,0,0,0,0,167.99999999999997,7.222222222222222,106.61419566337894,33.3,4.91,46.14,27.02,27.76,35.97,22.49,29.73,8.58,38.42,274.31580433662106
05158-1,05158-1-02,0,0,5,6,2,0,0,0,1,3,3,4,0,0,3,0,4,57,0,1,1,0,0,0,1,60,45-65,2,primaria,0,0,0,0,0,4,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,4,2,4,NA,NA,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,550,21.875,0,0,0,0,0,16.07,7.52,1.41,0,0,0.01,6.66,0,0.02,8.43,8.91,59.15,0,42.84,4.01,0.02,12.2,0.57,0.17,0.01,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05158-1,05158-1-04,0,0,5,6,8,0,0,0,1,3,3,4,0,0,3,1,4,57,0,0,0,0,0,0,1,15,12-24,2,primaria,1,0,0,0,0,4,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,3,2,2,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,550,21.875,0,0,0,0,0,0.11,2.01,0.45,0,0,0.05,0.52,0,0.14,13.53,6.44,80.27000000000001,0.01,32.68,5.14,0.17,5.37,0.22,20.83,0.06,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05159-1,05159-1-01,0,0,2,7,1,0,0,0,0,1,1,1,0,0,1,0,1,61,0,1,0,0,0,0,1,61,45-65,1,secundaria,0,0,0,0,0,1,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,60,60,60,0,0,60,0,240000,0,0,0,0,11.65,3.53,0,0,0,0,1.54,0,0,6.42,9.48,61.8,0,15.54,0.53,0,56.43,0,1.08,0,0,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05160-1,05160-1-01,1,1,3,6,1,1,1,2,3,3,2,1,1,0,0,0,5,20.2,1,1,1,0,0,0,1,34,25-44,2,secundaria,0,1,48,8,6,1,norte,3,Antofagasta,1,1,4,Ocupada(o),1,3,3,3,2,3,1,NA,1,1,1,1,2,3,NA,NA,NA,NA,NA,5,4,3,150,150,0,0,150,30,0,150,150,30,0,48,10.01,0,0,8.9,5.38,5.79,0.04,5.27,0.73,0.49,0,0,5.7,9.16,43.61,0,9.49,0.42,0,6.49,0.05,6.71,0.4,1.36,9.97,0.03,10.01,0,0,0,168,3.125,-48.43692106313597,83.4,5.8,38.95,7.69,7.62,20.24,16.52,6.78,4.39,7.05,198.43692106313597
05161-1,05161-1-02,0,0,3,7,2,0,0,0,0,3,3,3,2,3,1,0,3,50,1,1,1,0,0,0,0,64,45-65,3,universitaria,0,0,0,0,0,2,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,5,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,262.5,87.5,0,0,0.01,0,0.09,1.48,2.19,0.22,14.25,0.01,0.01,0.36,0,0,11.19,16.93,68.44000000000001,0,9.11,0,8.13,16.12,11.18,8.26,0,0.02,0.01,0,0.01,0.09,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05162-1,05162-1-04,0,0,2,6,3,0,0,0,0,2,4,2,1,0,3,1,4,71.25,0,0,0,1,0,1,1,58,45-65,2,primaria,0,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,532.5,81.875,0,0,0,0,0,0,16.72,0,0,0,1.68,0.06,0,44.58,11.9,9.67,43.4,0,6.71,0,2.79,23.43,0,6.69,0,0.37,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05165-1,05165-1-01,1,0,5,7,1,0,0,0,0,3,3,3,1,2,0,0,3,33.666666666666664,0,0,0,0,0,0,0,26,25-44,2,técnica,0,1,40,8,5,1,sur,14,Los Lagos,1,0,2,Ocupada(o),1,3,3,3,3,85,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,132.5,132.5,0,0,132.5,44.166666666666664,0,132.5,132.5,44.166666666666664,0,40,0,0,0,0.47,0.35,0,0,0.35,0,4.53,0,0,12.28,11.81,45.30999999999999,0,16.67,1.4,0,8.33,0.7,20.85,4.95,0,0,0,0,0,0,0,168,3.3125,-70.14828139880203,38.54,4.48,64.36,12.25,9.36,22.15,26.62,8.85,7.22,8.82,202.64828139880203
05165-1,05165-1-02,0,0,5,7,5,0,0,0,0,3,3,3,1,2,0,0,3,33.666666666666664,0,0,0,0,0,0,0,53,45-65,2,primaria,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,3,5,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,132.5,44.166666666666664,0,0,0,0,0,17.49,7.49,0.05,0,0,3.29,1.99,0,0,23.53,15.88,61.23000000000001,0,10.53,0,0.48,22.15,0.05,0.55,0,3.29,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05165-1,05165-1-03,0,0,5,7,9,0,0,0,0,3,3,3,1,2,0,0,3,33.666666666666664,0,0,0,0,0,0,0,22,12-24,2,técnica,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,NA,3,85,3,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,132.5,44.166666666666664,0,0,0.17,0,0,7.1,5.02,3.99,0,0,0.51,2.32,0,0,11.13,14.28,53.81,0,11.05,16.49,7.99,2.04,6.97,24.99,0,0.14,0,0,0,0.17,0,0.17,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05166-1,05166-1-01,1,0,1,6,1,0,0,0,0,2,2,2,2,2,0,0,2,27.5,0,1,1,0,0,0,0,27,25-44,2,universitaria,0,1,40,8,5,4,metropolitana,7,Región Metropolitana de Santiago,0.7797356828193832,1,2,Ocupada(o),1,1,1,5,5,NA,2,NA,1,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,117.5,442.5,0,0,567.5,283.75,0,442.5,567.5,283.75,0,40,0,0,0,19.34,4.2,0.18,0.2,1.5,0,0.2,0,0,4.79,11.29,53.37,0,2.38,5.39,6.61,8.99,1.19,8.37,0,0,0,0,0,0,0,0,168,11.0625,21.214705387499144,46.26,9.94,91.68,27.74,24.43,56.91,38.26,42.52,22.76,60.77,421.2852946125009
05168-1,05168-1-01,1,0,1,6,1,0,0,0,0,3,3,1,2,2,0,0,3,32.333333333333336,1,0,0,0,0,0,1,49,45-65,2,primaria,0,1,45,9,5,3,norte,5,Coquimbo,0.36548223350253806,0,3,Ocupada(o),2,3,3,4,4,85,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,108,108,0,0,295.5,98.5,0,108,295.5,98.5,0,45,0,0,0,9.92,5.5,3.49,0.12,1.57,1.6,0.04,0,0,3.35,16.46,48.99,0,0.06,0.06,0,18.18,1.5,1.49,9.64,1.03,0,0,0,0,0,0,168,2.4,-18.31108953686961,24.11,2.57,23.41,7.18,5.57,17.59,14.85,9.2,6.41,15.43,126.31108953686962
05170-1,05170-1-01,1,1,4,7,1,0,0,0,0,3,4,3,3,4,2,0,4,49.75,1,1,1,0,0,0,0,66,66+,2,universitaria,0,1,40,8,5,5,norte,5,Coquimbo,0.32085561497326204,0,2,Ocupada(o),1,4,1,4,4,85,1,NA,2,85,1,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,300,300,0,45,935,233.75,14.43850267379679,314.44,980,237.3596256684492,180000,40,0,0,0,3.78,0.98,1.5,0.26,3.19,0.7,0.16,0,0,7.24,11.06,52.39000000000001,0,4.69,0,0.99,22.69,0.56,1.12,5.3,11.39,0,0,0,0,0,0,168,7.5,63.02255645593618,47.06,3.94,32.02,20.02,18.64,38.37,24.49,21.25,9.83,35.78,251.41744354406381
05170-1,05170-1-03,1,0,4,7,3,0,0,0,0,3,4,3,3,4,2,1,4,49.75,0,0,0,0,0,0,0,37,25-44,2,universitaria,1,1,84,12,7,5,norte,5,Coquimbo,0.12032085561497327,1,4,Ocupada(o),2,2,1,3,5,85,1,1,1,85,1,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,112.5,112.5,0,0,0,0,5.4144385026737964,117.91,980,235.10360962566844,0,84,0,0,0,10.83,1.87,0.49,0.04,0.93,2.7,1.62,0,0,2.09,4.9,29.36,7.21,5.04,1.39,0.84,1.17,0.26,2.45,5.4,5.41,0,0,0,0,0,0,168,1.3392857142857142,23.633458670976072,17.65,1.48,12.01,7.51,6.99,14.39,9.18,7.97,3.69,13.42,94.27654132902393
05172-1,05172-1-01,0,0,2,7,1,0,0,0,0,2,3,2,2,1,1,0,3,62,1,0,0,0,0,0,1,86,66+,1,ninguna,0,0,0,0,0,4,norte,5,Coquimbo,0.09862142099681866,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46.5,93,471.5,157.16666666666666,9.171792152704136,55.67,564.5,160.22393071756807,558000,0,0,0,0,14.82,0,0,0,0,0,0.78,0,0,2.64,12.87,79.96,0,24.63,0,1.55,30.75,0,0,0,0,0,0,0,0,0,0,167.99999999999997,NA,13.217281072840516,12.96,0.83,6.71,2.74,4.05,5.38,3.94,2.58,0.33,2.93,42.45271892715949
05174-1,05174-1-01,0,0,3,6,1,0,0,0,0,1,2,1,1,1,1,0,2,49.5,1,0,0,0,0,0,1,67,66+,1,secundaria,0,0,0,0,0,3,norte,1,Arica y Parinacota,0.3835616438356164,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,140,182.5,91.25,53.6986301369863,123.7,322.5,118.09931506849314,840000,0,0,0,0.01,11.21,7.99,7.29,0,0,0.54,3.85,0,0.1,21,11.13,51.41,0,19.4,0,3.35,23.33,0.82,6.5,0,0.07,0,0.01,0.01,0,0,0,168,NA,13.54420096333432,28.57,2.78,23,7.39,8.06,12.44,11.09,7.26,1.36,8.18,110.15579903666568
05176-1,05176-1-02,0,0,2,6,2,0,0,0,0,2,2,2,1,1,0,0,2,46,0,1,1,0,0,0,1,47,45-65,1,técnica,0,0,3,3,1,1,metropolitana,7,Región Metropolitana de Santiago,0,0,1,Ocupada(o),2,2,5,2,4,NA,3,NA,3,85,3,3,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,162.5,81.25,0,3,0,0,0,8.96,1.36,2.67,0,0,0.26,1.87,0,0,23.63,5.8,52.21,0,3.03,0,0,27.72,0.1,22.82,13.98,0.59,0,0,0,0,0,0,167.99999999999997,0,-0,0,0,0,0,0,0,0,0,0,0,0
05177-1,05177-1-01,1,0,4,7,1,1,1,2,2,2,2,2,1,0,0,0,4,24,1,0,0,0,0,0,1,26,25-44,1,secundaria,0,1,48,8,6,1,norte,1,Arica y Parinacota,1,0,4,Ocupada(o),1,3,3,5,5,4,2,NA,2,1,2,1,2,2,NA,NA,NA,NA,NA,3,5,1,115,122.5,0,0,122.5,30.625,0,122.5,122.5,30.625,0,48,2.14,0,0,5.54,1.24,1.35,0,0,0.01,0.82,0,0,9.58,9.82,51.03000000000001,0,2.02,4.29,0.01,18.08,0,10.96,3.07,0.04,2.14,0.08,2.14,0,0,0,167.99999999999997,2.5520833333333335,-47.434967326652526,63.74,5.56,38.98,7.7,7.11,17.09,14.45,6.53,2.32,6.45,169.93496732665253
05177-1,05177-1-02,0,0,4,7,5,1,1,2,2,2,2,2,1,0,0,0,4,24,0,0,0,0,0,0,1,56,45-65,1,primaria,0,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,1,0,0,0,0,0,0,0,0,122.5,30.625,0,0,1.38,0,0.02,21,5.11,0.7,0,0,0.08,1.02,0,5.7,9.93,14.71,85.41,0,3.33,0,0.08,17.89,0.78,0.7,0,0.16,1.02,0.61,1.39,0,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05178-1,05178-1-01,0,0,4,6,1,0,0,0,0,0,2,2,0,0,2,0,2,69.5,0,1,1,0,0,0,0,68,66+,2,primaria,0,0,0,0,0,4,metropolitana,7,Región Metropolitana de Santiago,0.5357142857142857,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,112.5,420,210,105,225,337.5,630,217.5,2130000,0,0,0,0.07,6.33,9.36,5.57,0,0,2.03,0,0,0,17.51,12.16,58.8,0,34.46,0,0,21.54,0,0,0,0.17,0,0,0,0,0.07,0,168,NA,95.46084882946663,66.02,5.23,48.4,19.98,39.57,20.06,16.83,13.69,1.11,11.16,242.0391511705334
