id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_to,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm_leer,t_mcm_video,t_mcm_audio,t_mcm_computador,t_tt1,t_tt2,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
06491-1,06491-1-02,0,0,4,7,11,0,1,1,1,2,2,3,2,0,0,0,3,28.333333333333332,0,0,0,0,0,0,1,12,12-24,2,ninguna,1,0,0,0,0,3,sur,15,Aysén del General Carlos Ibañez del Campo,0,0,NA,Menor de 15 años,NA,NA,NA,5,4,4,NA,2,3,85,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,365,111.66666666666667,0,0,0,0,0,0.83,3.71,1.64,0,0,0,0.85,0,0.14,5.88,10.2,55.05000000000001,54.09,11.93,6.67,0,5.27,2.44,7.59,1.71,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
06491-1,06491-1-03,1,0,4,7,9,0,1,1,1,2,2,3,2,0,0,0,3,28.333333333333332,0,0,0,0,0,0,1,36,25-44,2,secundaria,0,1,45,8,6,3,sur,15,Aysén del General Carlos Ibañez del Campo,0.31343283582089554,0,3,Ocupada(o),1,3,3,4,4,4,2,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,1,3,1,105,105,0,0,0,0,9.402985074626866,114.4,365,114.80099502487562,0,45,4,2.52,0.96,4.43,1.38,1.46,0.71,2.45,9.73,1.29,0,0,3.56,4.09,36.21999999999999,0,7.84,0.16,0.04,2.56,1.57,29.24,2.95,5.84,0,11.13,11.13,0,0,0,168,2.3333333333333335,9.989697314249076,20.67,4.45,25.95,6,6.08,16.5,10.49,7.87,2.56,3.83,104.41030268575093
06492-1,06492-1-02,1,1,3,7,2,0,1,1,1,2,2,2,2,2,0,0,3,31,1,1,1,0,1,1,1,43,25-44,3,universitaria,0,1,40,8,5,5,sur,12,La Araucanía,0.2692307692307692,0,2,Ocupada(o),1,4,2,4,4,4,2,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,3,3,1,175,175,0,0,0,0,0,175,650,216.66666666666666,0,40,5.77,0,1.32,16.1,6.05,1.24,0,1.16,0.02,7.17,0,1.15,6.97,10.92,50.21,0,7.75,0.05,1.62,2.2,0,3.63,4.65,0.02,0,5.95,5.95,1.15,0,0,168,4.375,-4.516196729863628,14.69,4.6,34.76,17.72,11.97,29.75,17.37,19.35,14.89,14.4,179.51619672986362
06494-1,06494-1-01,1,1,2,7,1,0,1,1,2,3,2,2,2,1,0,0,4,24.25,1,1,1,0,0,0,0,41,25-44,3,universitaria,0,1,45,9,5,4,centro,6,Valparaíso,0.5333333333333333,0,3,Ocupada(o),1,3,1,5,5,5,3,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,1,200,200,0,70,445,111.25,37.333333333333336,237.33,445,103.08333333333333,280000,45,0.53,3.33,0.06,5.09,2.17,0.4,2.11,0.44,4.12,5.36,0,0,3.18,9.71,35.09000000000001,0,19.15,1.06,0.96,9.39,1.04,5.47,11.45,2.89,0,1.4,1.4,4.32,0,0,167.99999999999997,4.444444444444445,-10.457364104340282,50.26,8.72,37.86,13.82,16.32,44.07,23.36,20.7,16.59,16.09,247.7873641043403
06494-1,06494-1-02,1,1,2,7,2,0,1,1,2,3,2,2,2,1,0,0,4,24.25,1,1,1,0,0,0,1,35,25-44,3,secundaria,0,1,45,9,5,4,centro,6,Valparaíso,0.4666666666666666,0,3,Ocupada(o),1,3,3,5,5,4,2,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,4,1,1,175,175,0,0,0,0,32.66666666666667,207.67,445,101.91666666666667,0,45,2.81,1.32,0.07,3.3,6.61,1.76,0,0,0.08,1.75,0,0,9.39,6.55,55.65999999999999,0,14.01,0.05,1.17,5.16,0,4.82,7.13,1.36,0,5.5,5.5,1.32,0.03,0,168,3.888888888888889,-9.150193591297747,43.98,7.63,33.13,12.1,14.28,38.56,20.44,18.11,14.52,14.08,216.82019359129774
06495-1,06495-1-01,0,0,3,7,1,0,0,0,0,0,2,2,0,0,2,0,2,86.5,0,1,1,0,0,0,0,86,66+,3,primaria,0,0,0,0,0,4,sur,16,Magallanes y la Antártica Chilena,0.6329113924050633,0,NA,Inactiva(o),NA,NA,NA,3,4,NA,NA,NA,85,2,2,2,85,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,125,395,197.5,98.75,250.00000000000003,375,592.5,223.75,2080000,0,0,0,0,0.71,0,0,0.29,0,0,0.88,0,0,61.13,4.04,92.92,0,2,0,0.6,3.09,2.05,0.29,0,0,0,0,0,0,0,0,168,NA,139.393090092091,59.7,4.47,49.46,22.91,44.78,20.41,18.98,10,0.4,4.5,235.606909907909
06496-1,06496-1-01,1,0,3,7,1,0,1,1,1,2,2,3,2,0,0,0,3,27,0,1,1,0,0,0,0,31,25-44,2,secundaria,0,1,60,10,6,2,norte,1,Arica y Parinacota,0.54337899543379,0,4,Ocupada(o),2,3,3,4,4,4,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,1,3,1,119,119,0,0,219,73,0,119,219,73,0,60,0,2.52,0,0.55,0.86,0.22,0,0.02,0.04,0.45,0,0,3.62,5.22,57.36999999999999,0,7.01,2.9,0.19,2.09,0,14.39,6.52,4.03,0,6.36,6.36,0,0,0,168,1.9833333333333334,-12.895825521506177,38.84,5.03,26.99,5.69,6.16,17.56,12.65,8.28,2.59,8.11,131.89582552150617
06496-1,06496-1-02,1,0,3,7,2,0,1,1,1,2,2,3,2,0,0,0,3,27,0,1,1,0,0,0,1,36,25-44,2,secundaria,0,1,60,10,6,2,norte,1,Arica y Parinacota,0.45662100456621,0,4,Ocupada(o),2,3,3,4,3,4,2,NA,1,1,2,2,3,2,NA,NA,NA,NA,NA,3,4,1,100,100,0,0,0,0,0,100,219,73,0,60,0.01,0.91,0,3.59,2.58,1.08,0,0,0.06,0.21,0,2.76,5.2,4.89,43.17000000000001,0,5.06,0,2.05,6.01,0.01,20.28,3.69,6.44,0,4.1,4.1,3.19,0,0,168,1.6666666666666667,-10.83682816933292,32.64,4.22,22.68,4.78,5.18,14.76,10.63,6.96,2.17,6.81,110.83682816933292
06498-1,06498-1-02,1,1,1,6,2,0,1,1,2,3,2,2,2,1,0,0,4,24,1,1,1,0,0,0,0,38,25-44,2,secundaria,0,1,40,8,5,3,norte,5,Coquimbo,0.5,0,2,Ocupada(o),NA,1,3,5,5,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,200,200,0,0,0,0,0,200,400,100,0,40,11.69,0,0,5.05,2.4,2.78,0.04,0,0.58,0.04,0,0,6.24,9.37,52.86,0,10.82,1.02,0.12,11.88,0.97,4.65,3.24,4.25,0,13.54,13.54,1.85,0,0,168.00000000000003,5,7.030975425149682,50.99,5.71,32.1,8.87,8.39,28.17,19.24,13.41,10.51,15.59,192.96902457485032
06500-1,06500-1-01,0,0,3,7,1,0,0,0,0,2,2,1,0,1,2,0,2,60.5,0,1,1,0,0,0,0,60,45-65,2,técnica,0,0,0,0,0,5,sur,16,Magallanes y la Antártica Chilena,1,0,NA,Inactiva(o),NA,NA,NA,5,4,NA,NA,NA,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,350,700,350,175,700,1050,1050,525,4200000,0,0,0,0.03,11.29,1.76,0.02,0.39,0,1.03,0.46,0.02,0.44,13.61,10.39,78.58000000000001,0,7.45,0,10.94,22.02,6.52,2.66,0.11,0.28,0,0,0,0,0.03,0,168.00000000000003,NA,308.9900140740966,106.16,16.7,135.37,79.15,111.53,107.29,64.38,66.3,21.23,32.88,741.0099859259034
06501-1,06501-1-01,0,0,1,6,1,0,0,0,0,0,2,2,0,0,2,0,2,72,0,1,1,0,0,0,1,70,66+,3,primaria,0,0,0,0,0,4,centro,6,Valparaíso,0.5774647887323944,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.5,355,177.5,88.75,205,307.5,532.5,191.25,1830000,0,0.84,0,4.56,21.91,4.83,5.33,0,0,0,0,1.69,0,11.7,6.27,60.360000000000014,0,32,8,3.81,4.25,1.12,1.33,0,0,0,0,0,0,5.41,1.41,167.99999999999997,NA,86.42723474365125,60.68,5.42,37.99,19.75,37.72,21.59,17.67,11.96,0.92,7.37,221.07276525634876
06503-1,06503-1-02,1,0,1,7,2,0,0,0,0,2,2,2,2,2,0,0,2,27,0,1,1,0,0,0,1,26,25-44,2,universitaria,0,1,44,9,5,4,centro,6,Valparaíso,0.3877551020408163,0,3,Ocupada(o),1,4,1,5,4,NA,1,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,190,190,0,0,0,0,0,190,490,245,0,44,0,0,0,6.84,4.13,1.01,0.3,0,0.4,9.27,0,0,10.27,6.64,49.93999999999999,0,8.46,2.21,1.21,4.84,2.82,5.84,9.66,0.16,0,0,0,0,0,0,167.99999999999997,4.318181818181818,2.127864112261982,20.31,5.31,36.16,13.38,11.03,30.96,19.97,19.03,10.98,20.74,187.872135887738
06504-1,06504-1-01,1,0,5,6,1,1,0,1,1,3,3,3,2,1,0,0,4,28.5,1,0,0,0,0,0,1,58,45-65,2,secundaria,0,1,55,11,5,3,metropolitana,7,Región Metropolitana de Santiago,0.3584905660377358,0,4,Ocupada(o),1,4,3,3,5,5,1,NA,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,118.75,118.75,0,0,331.25,82.8125,0,118.75,331.25,82.8125,0,55,7.57,0,0,0.64,0.55,0.41,0.02,0.54,0.3,5.02,0,0,8.04,17.34,56.150000000000006,0,3.1,0.52,0.15,6.51,0,0.18,1.17,4.79,7.56,0.52,7.56,0,0.01,0.01,167.99999999999997,2.159090909090909,-10.662242638166665,34.81,3.47,26.72,7.46,8.34,17.55,11.01,8.6,2.81,8.66,129.41224263816667
06505-1,06505-1-01,1,1,1,7,1,0,1,1,1,2,2,2,2,2,0,0,3,38.333333333333336,1,1,1,0,0,0,1,51,45-65,1,universitaria,0,1,40,8,5,5,norte,2,Tarapacá,0.45454545454545453,0,2,Ocupada(o),1,4,1,4,2,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,1,1,375,375,0,25,850,283.3333333333333,11.363636363636363,386.36,850,278.7878787878788,100000,40,0.5,2.75,0.01,7.58,13.4,2.5,0,0.14,1.87,11.75,0,0,8.96,10.76,37.87999999999999,0,6.35,0.02,0.54,7.77,0,2.84,7.78,4.6,0,5.85,5.85,0,0,0,168,9.375,48.83396113691851,42.44,7.04,48.53,29.78,22.12,50.45,30.93,35.16,21.87,49.21,337.5260388630815
06505-1,06505-1-03,0,0,1,7,3,0,1,1,1,2,2,2,2,2,0,0,3,38.333333333333336,0,0,0,0,0,0,0,13,12-24,1,primaria,1,0,0,0,0,5,norte,2,Tarapacá,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,2,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,850,275,0,0,0,0,0,1.46,5.82,0.36,0.2,0,0,0,0,0,5.2,5.84,65.26,30.74,6.59,23.5,0,11.6,0.45,1.76,6.15,3.07,0,0,0,3.07,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
06506-1,06506-1-01,1,1,5,6,1,0,2,2,2,2,2,1,2,0,0,0,4,21.25,1,1,1,0,0,0,1,28,25-44,3,secundaria,0,1,48,8,7,2,norte,3,Antofagasta,0.5,0,4,Ocupada(o),1,3,3,4,4,4,2,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,4,4,4,125,125,0,0,250,62.5,0,125,250,62.5,0,48,0.69,0.75,0,8.33,5.24,1.01,0,0,0.51,0.06,0,0,8.68,6.69,28.81999999999999,0,11.2,0,0,42.26,0,0.75,1.78,3.23,0,4.17,4.17,0,0,0,168,2.6041666666666665,-14.72136489304407,44.17,5.76,27.03,6.05,5.98,18.22,13.18,8.12,3.57,7.64,139.72136489304407
06507-1,06507-1-01,0,0,5,6,1,0,0,0,0,0,1,1,0,0,1,0,1,97,0,0,0,1,1,1,1,97,66+,2,secundaria,0,0,0,0,0,3,centro,8,Libertador General Bernardo O´Higgins,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,85,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,105.25,210.5,105.25,105.25,210.5,315.75,315.75,315.75,1263000,0,0,0,0,3.06,1.13,1.35,0,0,0,2.44,0,0,22.2,9.66,72.03999999999999,0,9.43,8.08,4.75,12.87,20.7,0.29,0,0,0,0,0,0,0,0,168,NA,127.30290262624122,64.54,3.33,29.84,16.63,35.03,13.63,14.35,7.08,0.14,3.86,188.44709737375877
06508-1,06508-1-01,1,0,1,6,1,1,2,3,3,5,5,6,3,0,0,0,8,20,1,0,0,0,0,0,1,47,45-65,1,ninguna,0,1,48,8,6,3,norte,5,Coquimbo,0.32894736842105265,0,4,Ocupada(o),2,3,3,4,5,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,0,90,22.5,45,342,42.75,14.80263157894737,127.3,387,44.60032894736842,270000,48,12.05,0,0,5.12,3.55,0.72,0,0.86,0.26,0.05,0,0,2.27,8.83,50.36999999999999,0,14.42,0,3.19,8.78,0.02,4.41,2.17,2.93,1.72,11.19,12.91,0,0,0,168,1.875,-0.7261822876162026,55.66,3.83,17.45,5.55,5.19,16.85,10.27,5.46,2.48,5.3,128.0261822876162
06508-1,06508-1-02,0,0,1,6,3,1,2,3,3,5,5,6,3,0,0,0,8,20,0,1,1,0,0,0,1,26,25-44,1,secundaria,0,0,0,0,0,3,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,4,5,5,NA,NA,1,2,1,1,2,2,NA,NA,NA,NA,NA,4,NA,1,0,0,0,0,0,0,0,0,387,42.75,0,0,31.9,0,0.52,10.99,10.73,0.86,0,2.51,0.86,0.43,0,0,4.61,7.51,57.68999999999999,0,13.24,0,0,10.38,0,11.45,0,4.32,28.13,7.75,35.88,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06508-1,06508-1-03,1,0,1,6,3,1,2,3,3,5,5,6,3,0,0,0,8,20,0,0,0,0,0,0,0,20,12-24,1,secundaria,1,1,20,10,2,3,norte,5,Coquimbo,0.12280701754385966,0,1,Ocupada(o),2,3,3,4,4,85,2,2,3,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,42,42,0,0,0,0,5.526315789473684,47.53,387,43.44078947368421,0,20,1,0,0.01,0.77,0.46,0.32,0.39,0.33,0.65,0.15,0,0,17.01,5.39,48.10000000000001,24.62,26.62,2.54,1.01,4.43,0.22,10.66,2.93,0.39,1,0.01,1.01,0,0,0,168.00000000000003,2.1,-0.2711080540433823,20.78,1.43,6.52,2.07,1.94,6.29,3.83,2.04,0.92,1.98,47.80110805404338
06508-1,06508-1-04,0,0,1,6,3,1,2,3,3,5,5,6,3,0,0,0,8,20,0,0,0,0,0,0,1,19,12-24,1,secundaria,1,0,0,0,0,3,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,1,1,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,387,42.75,0,0,2.4,0,0.02,2.4,1.31,1.35,0,2.89,0,1.93,0,0,8.87,8.87,47.9,38.08,10.46,0.98,4.07,3.57,0.24,26.82,4,1.84,0.99,1.43,2.42,0,0,0.25,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06508-1,06508-1-07,1,0,1,6,7,1,2,3,3,5,5,6,3,0,0,0,8,20,0,1,1,0,0,0,0,27,25-44,1,secundaria,0,1,44,9,5,3,norte,5,Coquimbo,0.5482456140350878,0,3,Ocupada(o),1,3,5,5,5,5,2,NA,1,1,2,3,1,1,NA,NA,NA,NA,NA,1,4,1,187.5,187.5,0,0,0,0,24.67105263157895,212.17,387,45.83388157894737,0,44,13.48,0,0,1.79,0.66,0.03,1.13,0.18,0.19,0.09,0,0,12.27,7.72,47.599999999999994,0,13.24,0.03,0,13.2,0.56,6.88,4.61,0.34,13.48,0,13.48,0,0,0,168.00000000000003,4.261363636363637,-1.210303812693671,92.76,6.38,29.09,9.25,8.65,28.09,17.12,9.1,4.13,8.83,213.38030381269365
06511-1,06511-1-01,1,1,2,7,1,0,0,0,0,3,3,1,1,0,0,0,3,40.666666666666664,1,1,1,0,0,0,0,51,45-65,1,secundaria,0,1,45,8,5,1,norte,1,Arica y Parinacota,1,0,3,Ocupada(o),2,3,6,4,4,4,2,NA,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,175,58.333333333333336,0,175,175,58.333333333333336,0,45,0,0,0,1.36,1.24,0.93,0.01,0,0.03,3.29,0,0,9.34,8.83,54.31000000000001,0,10.6,0.16,0,18,0.03,0.4,14.39,0.08,0,0,0,0,0,0,168,3.888888888888889,7.980114446884581,68.12,4.09,32.72,6.07,8.13,16.27,15.13,6.48,2.64,7.36,167.01988555311542
06512-1,06512-1-01,1,0,4,7,1,0,2,2,2,3,3,3,1,2,0,0,5,22.2,1,0,0,0,0,0,1,47,45-65,2,secundaria,0,1,45,9,5,2,metropolitana,7,Región Metropolitana de Santiago,1,0,3,Ocupada(o),1,3,5,4,4,4,1,NA,1,1,1,1,2,3,4,5,5,5,5,NA,NA,NA,175,175,0,0,175,35,0,175,175,35,0,45,2.64,0,0,7.96,1.87,0.91,1.04,3.32,0,4.19,0,0,4.72,5.43,55.43999999999999,0,7.34,0.6,10.51,4.8,0,2.11,10.02,0.1,0,1.28,1.28,1.46,0,1.36,168,3.888888888888889,-161.74330943126355,80.51,8.12,71.58,20.42,17.41,35.57,35.64,17.42,25.18,24.9,336.7433094312636
06512-1,06512-1-02,0,0,4,7,3,0,2,2,2,3,3,3,1,2,0,0,5,22.2,0,0,0,0,0,0,1,24,12-24,2,técnica,0,0,0,0,0,2,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,3,5,5,NA,NA,1,2,1,1,2,3,NA,NA,NA,NA,NA,4,NA,1,0,0,0,0,0,0,0,0,175,35,0,0,19.28,4.7,0.03,15.41,13.48,6.1,0,0.05,0.47,0.6,0,0.37,17.71,7.4,49.53000000000001,0,9.6,11.38,0.18,6.61,0.08,4.67,0,0.35,0.19,19.58,19.66,4.27,0.08,4.77,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06512-1,06512-1-03,0,0,4,7,3,0,2,2,2,3,3,3,1,2,0,0,5,22.2,0,0,0,0,0,0,0,24,12-24,2,técnica,0,0,0,0,0,2,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Desocupada(o),NA,NA,NA,5,3,3,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,175,35,0,0,0.34,0,0,4.02,17.8,7.2,0.03,0.02,0.36,1.31,0,0,6.89,6.1,63.13,0.49,39.52,0.31,0.5,9.39,4.59,5.46,0,0.54,0,0.34,0.34,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06516-1,06516-1-01,1,1,4,6,1,0,0,0,1,4,3,1,3,1,0,0,4,36.5,1,1,1,0,0,0,1,50,45-65,2,técnica,0,1,70,10,7,4,sur,13,Los Ríos,0.3888888888888889,1,4,Ocupada(o),1,2,3,4,2,4,1,NA,1,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,450,112.5,0,175,450,112.5,0,70,0,0,0,11.82,2.55,1.9,0,0,0.03,0.68,0,0.89,10.77,4.84,53.68000000000001,0,1.55,0.24,0.03,5.33,0.7,2.96,0,0.03,0,0,0,0,0,0,168,2.5,7.891105038900376,33.69,4.78,35.04,9.81,11.68,29.8,17.61,12.17,4.3,8.23,167.10889496109962
06521-1,06521-1-01,0,0,1,6,1,0,0,0,0,2,2,2,0,0,2,0,2,62,0,1,1,0,0,0,0,63,45-65,2,primaria,0,0,0,0,0,1,norte,3,Antofagasta,0,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,1.15,1.93,0,0.51,0,0.11,0.34,0,0,14.21,15.11,45.86000000000001,0,31.78,0,20.65,9.68,7.52,10.32,0,3.02,0,0,0,8.72,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06522-1,06522-1-01,0,0,2,7,1,0,0,0,0,3,4,1,2,1,2,0,4,53,1,1,1,0,0,0,0,68,66+,2,secundaria,0,0,0,0,0,5,centro,11,Biobío,0.3034947884733292,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,123.75,445.5,407.75,101.9375,135.2069282648682,258.96,853.25,135.73923206621706,2277000,0,0.26,0,0.01,0.08,8.94,0.01,3.93,0,0,5.06,0,0,7.52,13.02,68.73000000000002,0,40.66,0,0,19.2,0,0.58,0,0,0,0,0,0,0.27,0.27,168,NA,45.71602283237665,50.35,4.81,24.84,16.95,25.76,34.13,18.02,17.35,7.1,13.94,213.2439771676233
06523-1,06523-1-02,0,0,3,6,2,0,0,0,1,4,3,4,2,2,1,0,4,43,1,1,1,0,0,0,1,57,45-65,2,técnica,0,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,275,68.75,0,0,0.19,0,0,3.6,8.1,2.02,0.09,6.8,0,8.32,0,0.26,4.89,9.15,73.38,0,17.07,0.13,0.52,25.91,0.07,4.1,0,3.4,0,0.19,0.19,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06524-1,06524-1-01,0,0,2,6,1,0,0,0,0,1,3,2,1,2,2,0,3,70,0,0,0,0,0,0,1,66,66+,2,universitaria,0,0,0,0,0,5,centro,11,Biobío,0.20178926441351888,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,101.5,646,543,181,130.3558648111332,231.86,1149,211.11862160371106,2990000,0,0,0,0,10.67,5.33,1.33,0,0,1.06,0.87,0,0,21.3,8.9,55.30000000000001,0,21.96,0.8,0.18,37.65,1.06,1.24,0,0.35,0,0,0,0,0,0,168,NA,66.76507094341632,29.01,2.67,23.94,22.56,25.68,18.81,15.7,11.78,2.53,12.41,165.09492905658368
06524-1,06524-1-02,0,0,2,6,5,0,0,0,0,1,3,2,1,2,2,0,3,70,0,0,0,0,0,0,1,88,66+,2,primaria,0,0,0,0,0,5,centro,11,Biobío,0.40059642147117297,0,NA,Inactiva(o),NA,NA,NA,5,5,4,NA,NA,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,201.5,0,0,0,258.78528827037775,460.29,1149,253.92842942345925,806000,0,0,0,0,8.61,2.16,1.25,0,0,0,1.31,0,0,28.16,22.53,58.470000000000006,0,9.71,15.56,0.09,19.25,0.9,0,0,0,0,0,0,0,0,0,168.00000000000003,NA,132.54346596156049,57.59,5.29,47.53,44.79,50.98,37.35,31.17,23.38,5.03,24.64,327.74653403843956
06527-1,06527-1-02,1,0,3,6,2,0,0,0,0,2,2,2,2,0,1,0,2,59,0,1,1,0,0,0,1,56,45-65,1,secundaria,0,1,40,9,5,2,centro,11,Biobío,0.4,0,2,Ocupada(o),2,2,3,4,3,NA,1,NA,1,85,1,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,250,125,0,40,0.27,0,0.03,9.84,5.28,1.31,0,0,0.57,0.71,0,0,8.29,9.37,54.63000000000001,0,19.8,0.37,0.05,10.15,0.31,2.33,4.55,0.14,0,0,0,0,0.3,0.3,168,2.5,21.630146486928346,26.34,2.31,14.53,4.29,7.24,9.43,7.36,3.98,0.28,2.61,78.36985351307166
06528-1,06528-1-03,0,0,3,6,3,0,1,1,2,4,4,2,2,1,2,1,6,40.833333333333336,0,0,0,0,0,0,1,17,12-24,3,primaria,1,0,0,0,0,5,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,4,2,3,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1027.5,115.41666666666667,0,0,0,0,0,0.6,0.42,1.35,0,0,0,1.19,0.13,0,17.17,4.11,42.63,44.12,29.7,0.49,0.24,7.42,1.1,12.26,5.07,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
06530-1,06530-1-02,0,0,5,7,2,0,0,0,0,3,3,1,2,3,2,0,3,54.333333333333336,1,1,1,0,0,0,1,65,45-65,3,técnica,0,0,0,0,0,5,norte,2,Tarapacá,0.13303437967115098,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,222.5,0,0,0,97.78026905829596,320.28,2407.5,590.093423019432,890000,0,0,0,0,10.31,7.02,2.83,0,5.5,8.26,3.74,0,0,5.7,8.84,54.46,0,25.64,0.54,0,11.41,3.67,3.57,0,16.51,0,0,0,0,0,0,167.99999999999997,NA,139.48241304316375,30.07,2.78,23.57,15.61,15.62,27.29,17.35,16.54,7.46,24.5,180.79758695683623
06532-1,06532-1-01,1,0,2,7,1,0,0,0,0,2,2,2,2,2,0,0,2,29,0,1,1,0,0,0,0,28,25-44,2,técnica,0,1,44,8,5,3,sur,12,La Araucanía,0.5,0,3,Ocupada(o),1,4,3,5,4,NA,2,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,0,400,200,0,200,400,200,0,44,0,0,0,3.24,0.83,0.38,0,1.76,0.59,12.49,0,0,7.44,11.94,35.70000000000001,0,23.65,0.76,6.43,8.45,0.76,6.75,1.65,1.18,0,0,0,0,0,0,168,4.545454545454546,10.641626387258032,20.46,5.13,53.66,13.7,9.04,27.98,23.35,15.57,7.31,13.17,189.35837361274196
