id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_4,n_children_5_14,n_children_0_14,n_underage,n_adults_15_65,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,ses,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,region_name,income_share,teleworks,work_schedule,employment_status,formality,cise,occupation_group,swb1,swb2,swb3,swb4,swb5,swb6,swb7,swb8,swb9,swb10,swb11,swb12,swb13,swb14,swb15,swb16,swb17,swb18,swb19,inc_main_job,inc_labor,inc_pension,inc_group,inc_household_total,inc_household_pc,inc_group_personal,inc_personal,household_income,inc_person_week,I,t_paid_work,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute_to,t_commute_ed,t_commute_cpaf_cp,t_commute_tdnr_admnhog,t_commute_tdnr_comphog,t_commute_tcnr_re,t_commute_tcnr_ce,t_commute_tcnr_oac,t_care_0_4,t_care_5_14,t_care_children_teens,t_care_15_65,t_care_66_plus,t_care_disability,tact_tto_ds,tact_tto_fds,tact_ted_ds,tact_ted_fds,tact_tcpaf_cp_ds,tact_tcpaf_cp_fds,tact_ttdnr_admnhog_ds,tact_ttdnr_admnhog_fds,tact_ttdnr_comphog_ds,tact_ttdnr_comphog_fds,tact_ttcnr_re_ds,tact_ttcnr_re_fds,tact_ttcnr_oac_health_ds,tact_ttcnr_oac_health_fds,tact_ttcnr_oac_work_ds,tact_ttcnr_oac_work_fds,tact_factor_sab,tact_factor_dom,tact_factor_ds,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
08700-1,08700-1-01,1,0,3,7,1,0,2,2,3,2,1,1,1,1,0,0,4,17,1,0,0,0,0,0,1,36,25-44,2,técnica,0,1,30,6,5,1,centro,6,Valparaíso,1,0,1,Ocupada(o),2,3,3,3,5,4,2,NA,1,2,1,1,2,2,NA,NA,NA,NA,NA,3,3,3,50,50,12.5,25,62.5,15.625,25,87.5,87.5,21.875,150000,30,4.36,18.68,0,12,13.62,5.63,0.86,0.16,1.11,1.14,0.1,3.6,2.75,5.73,40.42999999999999,0,6.94,3.34,0.23,0.52,7.79,3.17,0.94,0,0,0,1.02,3.88,0,0,0,27.36,27.36,0,0,1.02,30,NA,NA,NA,NA,NA,NA,NA,0.7753623188405796,NA,NA,NA,NA,NA,NA,NA,1.057710245161533,1.0950570342205324,0.9304347826086956,168,1.6666666666666667,-122.43970010024275,59.35,8.95,48.89,10.82,9.06,23.28,21.67,9.94,9.58,8.4,209.93970010024276
08702-1,08702-1-04,1,0,3,7,3,0,0,0,0,4,4,3,3,4,0,0,4,38.75,0,0,0,0,0,0,1,28,25-44,2,universitaria,0,1,30,5,6,2,centro,9,Maule,0.6,1,1,Ocupada(o),2,3,1,4,3,85,1,NA,1,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,75,75,0,0,0,0,42,117,195,41.75,0,30,0,0,0,7.1,7.65,3.83,0,2.47,2.55,8.68,0,0,9.19,4.85,47.78,0,11.34,0,14.31,7.51,0,8.67,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,2.4861878453038675,NA,NA,NA,NA,NA,NA,NA,0.8681445219477788,0.995162404975812,0.994475138121547,168,2.5,-46.77262698106405,42.69,3.74,32.18,9.84,9.22,22.05,21.18,8.47,3.05,11.35,163.77262698106404
08703-1,08703-1-01,1,0,4,7,1,0,1,1,1,1,1,1,1,1,0,0,2,25,1,0,0,0,0,0,1,41,25-44,3,técnica,0,1,40,8,5,4,sur,16,Magallanes y la Antártica Chilena,1,0,2,Ocupada(o),1,4,3,5,5,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,300,300,0,300,600,300,300,600,600,300,1200000,40,0,0,0,6.97,7.13,1.31,0,0,1.97,0.33,0,0,1.32,9.64,49.43,0,25.88,0,0,14.97,0,6.69,2.03,0,0,0,0.33,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9201277955271566,0.9411764705882353,0.8122270742358079,168,7.5,104.91062192934578,53.82,20.22,131.59,36.69,32.88,78.07,47.37,47.78,21.59,25.09,495.0893780706542
08704-1,08704-1-01,0,0,2,7,1,0,0,0,0,2,2,2,0,1,1,0,2,47,1,0,0,0,0,0,1,65,45-65,2,primaria,0,0,0,0,0,1,centro,11,Biobío,1,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,38,19,9.5,38,57,57,28.5,228000,0,0,0,0,9.28,11.86,0.01,0,0,0,0.84,0,7.11,19.52,6.33,63.53999999999999,0,7.87,0,11.68,17.23,0,12.72,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1499278300502493,0.9142857142857143,0.9306930693069307,168,NA,-63.38676378999392,36.77,3.33,28.67,7.1,8.98,11.62,12.49,5.23,1.75,4.45,120.38676378999392
08704-1,08704-1-02,0,0,2,7,3,0,0,0,0,2,2,2,0,1,1,0,2,47,0,0,0,0,0,0,1,29,25-44,2,universitaria,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Desocupada(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,57,9.5,0,0,0,0,0.08,6.04,8.04,6.56,0,0,0,0.22,0,0,25.06,6.14,56.28999999999999,0,9.51,0.03,13.13,17.45,0,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9797571290938879,0.9320388349514563,0.9626865671641791,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
08706-1,08706-1-04,0,0,2,6,2,0,1,1,1,2,2,2,1,0,0,0,3,29.333333333333332,1,1,1,0,0,0,1,37,25-44,1,secundaria,0,0,0,0,0,2,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Desocupada(o),NA,NA,NA,4,4,2,NA,NA,3,2,2,3,3,3,NA,NA,NA,NA,NA,4,NA,1,0,0,0,0,0,0,0,0,200,66.66666666666667,0,0,7.02,6.59,0.6,7.39,8.82,2.44,0.93,0,2.23,4.83,0,0,5.67,9.72,59.38,0,4.46,18.1,0,17.57,0,9.9,0,0,0,0,1,1.35,0,0,0,15.71,15.71,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8597014925373134,1.257033714691756,1.0819672131147542,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
08708-1,08708-1-01,0,0,3,7,1,1,0,1,1,2,3,3,1,1,1,0,4,34,1,0,0,0,0,0,1,68,66+,1,ninguna,0,0,0,0,0,3,centro,9,Maule,0.2597402597402597,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,3,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,170,192.5,48.125,44.15584415584415,94.16,362.5,59.16396103896104,880000,0,0.06,0,0,9.12,2.85,0.21,0,0,7.38,2.66,0,0,23.77,7.37,61.49000000000001,0,27.68,0,0.17,10.57,10.35,0.87,0,0,1.06,0,2.39,0,0,0,0.06,0,0.06,0,0,0,NA,NA,NA,NA,3.1858407079646023,NA,NA,NA,6.371681415929205,NA,NA,NA,NA,NA,NA,NA,1.2595587608215997,1.3980582524271843,1.274336283185841,168,NA,5.607636109363387,24.28,2.63,17.01,6.5,6.97,11.88,8.57,5.09,1.66,3.94,88.55236389063661
08708-1,08708-1-02,1,0,3,7,3,1,0,1,1,2,3,3,1,1,1,0,4,34,0,0,0,0,0,0,0,38,25-44,1,ninguna,0,1,40,8,5,3,centro,9,Maule,0.5584415584415584,0,2,Ocupada(o),1,3,3,4,4,4,2,NA,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,107.5,107.5,0,0,0,0,94.93506493506493,202.44,362.5,71.85876623376623,0,40,0.12,0,0,0.57,0.87,0.03,0.06,0,0.05,2.47,0,0.77,3.14,7.85,60.88,0,19.19,0.31,0.1,16.98,7.29,3.85,3.44,0,0,0,0.03,0,0,0,0.12,0,0.12,0,0,0.1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2772772989416958,1.1851851851851851,0.9340101522842641,168.00000000000003,2.6875,12.056417635131284,52.2,5.66,36.57,13.98,14.99,25.55,18.43,10.94,3.57,8.47,190.38358236486872
08708-1,08708-1-03,0,0,3,7,3,1,0,1,1,2,3,3,1,1,1,0,4,34,0,0,0,0,0,0,1,27,25-44,1,técnica,0,0,0,0,0,3,centro,9,Maule,0.18181818181818182,0,NA,Inactiva(o),NA,NA,NA,5,5,4,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,35,0,0,0,30.90909090909091,65.91,362.5,55.85227272727273,140000,0,28.42,0,1.66,1.4,12.8,2.17,0,0,0.22,0.55,0,0,10.07,7.88,65.32,0,18.1,0,3.52,7.31,0.03,6.87,0,0,0,0,0.05,0,1.63,0,28.42,0,28.42,0,3.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6271186440677965,NA,NA,NA,1.1934834364377815,0.935064935064935,0.976271186440678,167.99999999999997,NA,3.9253452765543715,17,1.84,11.91,4.55,4.88,8.32,6,3.56,1.16,2.76,61.98465472344562
08712-1,08712-1-01,1,1,1,6,1,1,0,1,1,3,4,1,4,2,2,0,5,42,1,1,1,0,0,0,0,70,66+,2,técnica,0,1,21,3,7,5,sur,12,La Araucanía,0.34285714285714286,1,1,Ocupada(o),2,2,3,4,4,4,2,NA,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,75,75,75,325,512.5,102.5,111.42857142857143,261.43,762.5,109.78571428571429,1600000,21,13.39,0.25,0,5.42,3.84,0.76,4.29,0.66,2.82,4.13,0.34,0.05,5.21,12.77,39.80000000000001,0,15.52,2.77,0.01,14.11,0.19,17.14,0.03,0,0,2.16,1.34,0,0,0,13.64,0,13.64,0,0,0,20,NA,NA,NA,NA,NA,0.5405405405405406,NA,2.1621621621621623,NA,NA,NA,NA,NA,NA,NA,1.1900826446280992,1.1210953475243763,1.2972972972972974,168,3.5714285714285716,23.097678010589135,35.9,4.56,43.93,26.3,20.74,42.54,24.42,18.32,6.56,15.06,238.33232198941087
08714-1,08714-1-03,1,0,2,7,3,0,1,1,1,3,3,4,3,2,0,0,4,32.25,0,0,0,0,0,0,0,24,12-24,1,técnica,0,1,48,8,6,4,centro,8,Libertador General Bernardo O´Higgins,0.25,0,4,Ocupada(o),1,3,3,4,3,4,2,NA,2,85,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,150,150,0,0,0,0,0,150,600,150,0,48,0,0,0,0.81,0.16,1.2,0.27,0,0.15,0.46,0,0,5.19,5.42,61.34000000000001,0,7.58,22.31,3.94,6.86,2.89,0.51,0.83,0,0,0,0.08,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9905039560315294,1.0307802433786686,1.1619975639464066,168,3.125,13.512929103935367,23.82,3.58,22.24,9.57,8.5,24.01,15.44,11.13,6.05,12.15,136.48707089606464
08714-1,08714-1-04,0,0,2,7,3,0,1,1,1,3,3,4,3,2,0,0,4,32.25,0,0,0,0,0,0,1,14,12-24,1,primaria,1,0,0,0,0,4,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Menor de 15 años,NA,NA,NA,2,1,1,NA,2,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,600,150,0,0,0,0,0,0.26,0.04,1.2,0,0,0,5.86,0,0,8.13,5.44,48.28,42.59,33.59,3.33,4.79,3.88,0,8,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,31.284916201117316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2521739130434781,1.1428571428571428,0.8938547486033519,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
08716-1,08716-1-01,1,1,2,7,1,1,2,3,3,2,2,2,2,0,0,0,5,19,1,1,1,1,0,1,0,42,25-44,3,secundaria,0,1,60,10,6,3,centro,6,Valparaíso,0.5725190839694656,0,4,Ocupada(o),1,3,1,5,5,5,1,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,1,3,1,187.5,187.5,0,0,327.5,65.5,0,187.5,327.5,65.5,0,60,9.04,4.14,0,2.02,4.5,2.14,6.16,2.04,0,0.34,0,0.3,2.52,6.01,46.730000000000004,0,8.84,4.09,0.36,3.42,0.33,1.45,2.8,0,0.44,0,0,0.33,0,0,8.36,5.83,13.53,0,0,0,50,NA,NA,NA,NA,NA,2.0014734774066802,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8784686893825715,0.9154481881754609,0.800589390962672,168,3.125,-14.59597981829528,59.56,9.39,35.78,12.68,11.93,31.15,17.59,12.55,4.29,7.18,202.0959798182953
08716-1,08716-1-02,1,1,2,7,2,1,2,3,3,2,2,2,2,0,0,0,5,19,1,1,1,1,0,1,1,32,25-44,3,secundaria,0,1,53,8,6,3,centro,6,Valparaíso,0.42748091603053434,0,4,Ocupada(o),1,3,3,2,4,4,2,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,5,4,5,140,140,0,0,0,0,0,140,327.5,65.5,0,53,6.54,4.72,0,5.85,11.16,4.59,5.49,0.02,1.87,0.01,0,0,5.18,4.79,39.31000000000001,0,2.8,0,0.82,7.06,0.08,6.01,5.26,0,1.09,0,0.69,1.66,0,0,11.22,5.41,12.78,0,0,0.04,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8164502354458062,0.8700906344410877,0.9945652173913044,168,2.641509433962264,-10.898331597660476,44.47,7.01,26.72,9.47,8.91,23.26,13.13,9.37,3.2,5.36,150.89833159766047
08717-1,08717-1-01,0,0,5,7,1,0,0,0,0,1,1,1,0,0,1,0,1,62,0,0,0,0,0,0,1,62,45-65,2,secundaria,0,0,0,0,0,1,sur,14,Los Lagos,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45,90,45,45,90,135,135,135,540000,0,0,0,0,2.25,1.37,2.73,0,0,5.46,0,0,0,2.84,11.05,55.349999999999994,0,7.13,0,0,61.04,0,1.56,0,0,0,0,17.22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.5933014354066986,NA,NA,NA,NA,NA,NA,NA,1.3649289099526067,1.5737704918032787,1.3779904306220097,167.99999999999997,NA,44.96872425341411,23.89,2.44,28.63,5.71,7.81,7.58,8.52,3.41,0.32,1.72,90.03127574658589
08718-1,08718-1-01,0,0,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,77,0,0,0,0,0,0,1,77,66+,2,secundaria,0,0,0,0,0,1,norte,5,Coquimbo,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,100,50,50,100,150,150,150,600000,0,0,0,0,12.88,2.13,8.98,0,0,4.43,1.73,0,0,9.99,15.62,64.55999999999999,0,3.58,0,0.06,40.21,0,0.12,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.711340206185567,NA,NA,NA,NA,NA,NA,NA,1.4479638009049771,1.5737704918032787,1.4845360824742269,168.00000000000003,NA,74.05462280175699,30.49,1.47,17.43,4.52,6.74,4.56,6.17,2.26,0.1,2.2,75.94537719824301
08721-1,08721-1-02,1,0,2,6,3,0,0,0,0,2,2,1,2,1,0,0,2,44,0,0,0,0,0,0,0,30,25-44,2,secundaria,0,1,42,7,6,3,sur,13,Los Ríos,0.4067796610169492,0,2,Ocupada(o),2,3,3,4,4,NA,1,NA,2,85,3,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,120,120,0,0,0,0,0,120,295,147.5,0,42,0,0,0,5.35,3.75,0,0.07,0,1.15,6.87,0,0,9.25,6.25,57.01000000000001,0,15.64,2.8,1.72,3.51,0,7.4,4.9,0,0,0,0.33,0,0,0,0,0,0,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976271186440678,1.1925439172931045,0.9748743718592966,168,2.857142857142857,6.26604375170529,20.68,3.49,29.75,7.65,7.99,16.91,12.51,8.36,1.51,4.88,113.7339562482947
08722-1,08722-1-01,0,0,4,6,1,0,0,0,0,1,3,3,1,2,2,0,3,62.333333333333336,1,1,1,0,0,0,0,69,66+,3,primaria,0,0,0,0,0,5,norte,2,Tarapacá,0.21985815602836878,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,NA,3,85,3,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,155,410,705,235,90.14184397163122,245.14,1115,265.0472813238771,2260000,0,0.97,0,0,21.22,1.61,0.15,0,0,0.76,10.72,0,0,14.66,20.89,81.02999999999999,0,2.05,0.01,0.15,12.55,0.06,0.75,0,0,0,0,0.42,0,0,0,0,0,0,0,0.97,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2743362831858407,1.2717718870203847,1.4619289340101524,168.00000000000003,NA,67.16172148747705,31.53,2.68,27.26,20.68,19.86,20.01,16.97,13.6,4.21,21.19,177.97827851252293
