"","folio","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_5","n_menores_6_11","n_menores_12_17","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_5_cut","n_menores_6_11_cut","n_menores_12_17_cut","n_trabajadores_cut","n_profesionales_cut"
"5455","14891-1",5455,15.045,1.66981132075472,53.1,0,0,8.09142857142857,13.865,2.73113318777293,0,0,94.5023730799562,15.2376269200438,1,"centro",1,0,0,0,1,50,0,109.74,109.74,1,0,0,0,1,0
"5456","14892-1",5456,168.833978571429,3.70224443396226,17.7,0.548067857142857,18.6987857142857,3.43885714285714,8.555,3.2745,0,0.632142857142857,225.383576576819,-85.8485765768194,4,"centro",1,1,0,0,1,33.25,0,34.88375,139.535,4,0,0,0,1,0
"5457","14893-1",5457,73.1680071428571,5.76084905660377,35.4,4.74107142857143,19.0358490566038,107.032122641509,17.10705,3.57503930131004,0,0,265.819988627456,53.9010113725444,3,"centro",3,0,0,0,2,50,0,106.573666666667,319.721,3,0,0,0,2,0
"5458","14894-1",5458,26.2333807142857,5.84433962264151,16.7015641509434,0.884760660377359,0.500943396226415,1.58786279683377,0.055755,2.95874981132075,0,2.07153214285714,56.8388882954861,0.686111704513938,1,"centro",1,0,0,0,0,70,0,57.525,57.525,1,0,0,0,0,0
"5459","14895-1",5459,106.013517857143,3.1979558490566,10.0384214150943,0,17.7,2.61707142857143,2.95,3.33771428571429,0.491765,0,146.346445835579,-72.0064458355795,4,"centro",1,0,1,0,1,34.25,0,18.585,74.34,4,1,1,0,1,0
"5460","14896-1",5460,144.21075,0.417452830188679,25.493015,13.3318928571429,35.6103167115903,0.657428571428571,7.0741,7.97377923180593,0,2.2125,236.981235202156,-89.4883152021563,2,"centro",1,0,0,0,0,69,0,73.74646,147.49292,2,0,0,0,0,0
"5461","14897-1",5461,52.511475,0.86494,13.893025,16.6853787878788,5.53027594339623,3.62007142857143,2.35705,48.4772466307277,0,0,143.939462790574,-79.0394627905742,1,"centro",1,0,0,0,0,65,0,64.9,64.9,1,0,0,0,0,0
"5462","14898-1",5462,344.103087142857,10.3587938005391,53.8375,15.5259764285714,125.212657611746,47.2779642857143,15.04205,55.0855983587168,27.53176,24.0985078571429,718.073895485287,21.6176595147124,5,"centro",5,0,1,2,1,27.4,0,147.938311,739.691555,5,1,1,3,1,0
"5463","14899-1",5463,118.046272857143,24.8861522911051,62.5789622641509,10.4368083733562,0,109.064574538259,57.6426559176672,5.66826683421517,0,0.71036,389.034053075896,-183.892528075896,3,"centro",2,0,0,0,1,26,0,102.5707625,205.141525,3,0,0,0,1,0
"5464","149-1",5464,91.2410557142857,39.7163978571429,44.8166366483516,12.0016697802198,141.754421153846,84.5319647252747,75.1946571428571,64.1815874725275,0,0.462855,553.901245494505,-139.659590494505,4,"metropolitana",4,0,1,1,2,23.25,0,103.56041375,414.241655,4,1,1,1,2,0
"5465","1490-1",5465,63.9728571428571,0.486263736263736,0,25.0912087912088,0,0,3.16071428571429,0.531,0,0,93.2420439560439,108.537956043956,2,"metropolitana",2,0,0,0,1,33.5,0,100.89,201.78,2,0,0,0,1,0
"5466","14900-1",5466,57.3296678571429,0,9.333505,0,5.41114285714286,205.123540897098,9.72615,1.47441,0,0,288.398416611383,-162.433416611383,3,"centro",1,0,1,0,1,36.3333333333333,0,41.9883333333333,125.965,3,1,1,0,1,0
"5467","14901-1",5467,19.4548285714286,12.2946513881402,16.952765,4.33017857142857,41.7452830188679,6.69439285714286,14.15115,4.49310441798942,0.36875,1.89642857142857,122.381532396426,76.1664476035739,3,"centro",2,0,0,1,2,26.3333333333333,0,66.18266,198.54798,3,0,0,1,2,0
"5468","14902-1",5468,8.48967857142857,0,62.88515,10.280303030303,0,3.35035714285714,10.88255,3.16071428571429,0,0,99.048753030303,-8.18875303030303,1,"centro",1,0,0,0,1,57,0,90.86,90.86,1,0,0,0,1,0
"5469","14903-1",5469,134.089847857143,5.57231622641509,40.4372935714286,7.27449962264151,29.979076819407,17.7707578571429,17.06221,12.2793328571429,0,2.01603,266.481364811321,-141.253864811321,3,"centro",1,0,0,0,2,40.3333333333333,0,41.7425,125.2275,3,0,0,0,2,0
"5470","14904-1",5470,78.54375,0,16.827095,0,0,20.9871428571429,15.63205,0.467575,0,28.0039285714286,160.461541428571,-86.7115414285715,4,"centro",1,0,1,1,0,28,0,18.4375,73.75,4,1,1,1,0,0
"5471","14905-1",5471,45.546525,6.56956650943396,28.36897,0,5.17127764150943,31.7757142857143,18.29,8.05901967863894,10.32441,0,154.105483115297,63.8995168847034,3,"centro",2,0,0,1,1,44,0,72.6683333333333,218.005,3,0,0,1,1,0
"5472","14906-1",5472,39.7120571428571,151.470991819407,68.3745767924528,7.755255,348.134148014893,657.241226826804,31.48358,70.2987823428294,0,20.4732528571429,1394.94387079639,-803.388630796386,2,"centro",4,0,0,0,2,48.5,0,295.77762,591.55524,2,0,0,0,2,0
"5473","14907-1",5473,48.4630214285714,9.16351264150943,39.432355,14.5330952201258,29.9976660280281,126.310371051213,43.3477579331046,257.686991459116,0,2.874185,571.808955761668,1623.07629923833,1,"centro",5,0,0,0,1,47,0,2194.885255,2194.885255,1,0,0,0,1,0
"5474","14908-1",5474,59.4214285714286,0,89.4648726415094,0,0.467547169811321,17.7,13.5641,6.79550871476214,59.243375,0,246.656832097511,27.5751679024885,3,"centro",3,1,0,0,2,22.3333333333333,0,91.4106666666667,274.232,3,0,0,0,2,0
"5475","14909-1",5475,33.2658857142857,13.4419811320755,10.62,2.2125,2.67169811320755,2.94578571428571,0,0.0885,0,0,65.2463506738544,33.1361493261456,1,"centro",1,0,0,0,0,62,0,98.3825,98.3825,1,0,0,0,0,0
"5476","1491-1",5476,74.1756428571428,0,6.49,10.9364168618267,0,45.767775,7.67,3.41983212726138,0,0,148.459666846231,161.281483153769,3,"metropolitana",3,0,0,0,2,56.3333333333333,0,103.24705,309.74115,3,0,0,0,2,0
"5477","14910-1",5477,87.4765607142857,0,15.8035714285714,4.63929642857143,11.9283188842819,162.470755182812,5.015,21.5289525,0,5.05714285714286,313.919597995665,-168.230897995665,4,"centro",1,0,1,1,0,19.75,0,36.422175,145.6887,4,1,1,1,0,0
"5478","14911-1",5478,30.7189821428571,1.08454245283019,54.10772,21.24,44.4314965633423,0.0980738786279684,13.865,0,0,0,165.545815037658,96.3138849623424,1,"centro",2,0,0,0,1,74,0,261.8597,261.8597,1,0,0,0,1,0
"5479","14912-1",5479,239.615267142857,39.1053948113207,149.875028301887,22.7122777979253,53.021350296496,85.4672373319448,33.9895245454545,68.9319067767435,0,190.838239285714,883.556226290343,-170.588131290343,2,"centro",5,0,0,0,2,34,0,356.4840475,712.968095,2,0,0,0,2,0
"5480","14913-1",5480,13.7175,2.50471698113208,8.004235,0,0,46.1981132075472,15.33705,3.11916083916084,0,15.1714285714286,104.052204599269,100.972795400731,1,"centro",2,0,0,0,1,53,0,205.025,205.025,1,0,0,0,1,0
"5481","14914-1",5481,31.4807142857143,0,15.6215858490566,0,7.01320754716981,0,10.915,0.417452830188679,0,12.3267857142857,77.7747462264151,60.8752537735849,2,"centro",1,0,0,0,0,77,0,69.325,138.65,2,0,0,0,0,0
"5482","14915-1",5482,194.863725,9.18396226415094,27.0106635714286,4.60140363881402,0,247.948917210136,24.2212878787879,1.019402,4.9147,0,513.764061563317,-171.334256563317,3,"centro",3,0,0,0,0,50.3333333333333,0,114.143268333333,342.429805,3,0,0,0,0,0
"5483","14916-1",5483,117.571933928571,4.34150943396226,50.4703032075472,5.7525,1.25235849056604,30.2438214285714,14.75,0.68499,0,5.05714285714286,230.124559346361,-177.024559346361,3,"centro",1,0,0,0,1,47.6666666666667,0,17.7,53.1,3,0,0,0,1,0
"5484","14917-1",5484,83.809205,0.98117,37.4616285714286,5.85516,31.7323787061995,40.2329007142857,20.01221,13.8239167872739,0,16.1128157142857,250.021385493473,-160.518385493473,3,"centro",1,0,0,0,1,44.3333333333333,0,29.8343333333333,89.503,3,0,0,0,1,0
"5485","14918-1",5485,143.628883571429,0.98117,35.1016285714286,5.85516,35.4894541778976,24.5979007142857,12.63721,26.9920348382749,6.14544,16.1128157142857,307.541697587601,421.246067412399,3,"centro",5,0,0,1,2,41,0,242.929255,728.787765,3,0,0,1,2,0
"5486","14919-1",5486,112.360864285714,0,9.145,0.145392857142857,18.0415360512129,20.4814285714286,13.27205,1.03545,0,0,174.481721765499,-65.0691717654987,3,"centro",1,0,0,0,1,33,0,36.47085,109.41255,3,0,0,0,1,0
"5487","1492-1",5487,134.293861428571,30.1567283516484,37.9364424175824,33.9211248765988,202.897293589744,68.7313757142857,18.1360197252747,98.6784127651037,0,15.0757642857143,639.827023154523,-224.703023154523,4,"metropolitana",4,1,0,0,2,28.5,0,103.781,415.124,4,0,0,0,2,0
"5488","14920-1",5488,209.751953571429,0,32.1861141509434,20.6717035714286,44.188723490566,94.0663564316252,30.7858549056604,50.7601363342318,0,12.8638051097277,495.274647565612,-63.9052925656116,2,"centro",4,0,0,0,0,67,0,215.6846775,431.369355,2,0,0,0,0,0
"5489","14921-1",5489,103.89015,0,26.74175,16.2897659090909,399.66057566732,3.836475,8.85,15.1897169811321,0,11.19525,585.653683557543,-236.053018557543,2,"centro",3,0,0,0,0,50.5,0,174.8003325,349.600665,2,0,0,0,0,0
"5490","14922-1",5490,146.031306083679,10.9372641509434,11.8,20.9702138323628,2.618025606469,28.27575,25.075,18.9733594071604,1.3275,0,266.008419080614,124.310505919386,5,"centro",3,1,0,2,1,23.6,0,78.063785,390.318925,5,0,0,3,1,0
"5491","14923-1",5491,23.72685,4.09103773584906,8.71731122641509,0,0,0,0,3.81199,0,0,40.3471889622641,12.7528110377359,1,"centro",1,0,0,0,0,73,0,53.1,53.1,1,0,0,0,0,0
"5492","14924-1",5492,27.0304285714286,0,30.1785,135.7,18.9453214285714,4.04571428571429,4.49285,0,0,0,220.392814285714,-157.586429285714,1,"centro",1,0,0,0,0,92,0,62.806385,62.806385,1,0,0,0,0,0
"5493","14925-1",5493,174.083840714286,91.4304075471698,70.0289423584906,9.05311982479784,111.756148477089,139.889930299355,55.42755,94.6072632588132,31.71132,159.724273852814,937.712796332814,332.669008667185,4,"centro",5,0,2,0,1,24,0,317.59545125,1270.381805,4,2,3,0,1,0
"5494","14926-1",5494,49.6864285714286,2.83867924528302,33.8081855660377,0,3.247065,0,7.375,0.177,0,0,97.1323583827493,51.8426416172507,2,"centro",1,0,0,0,0,77,0,74.4875,148.975,2,0,0,0,0,0
"5495","14927-1",5495,43.413675,5.64893830188679,11.025035,12.2266964285714,1.0325,17.8896428571429,36.6905637735849,5.03064772237197,0.184375,0,133.142074083558,-62.342074083558,2,"sur",1,0,0,1,1,28.5,0,35.4,70.8,2,0,0,1,1,0
"5496","14928-1",5496,28.5855,7.71864716981132,124.6375,34.4890215429225,120.41705745283,42.3365763636364,12.23247,125.670799904321,64.01028,21.6825,581.780352433521,65.5331325664786,3,"sur",5,0,1,0,2,26.6666666666667,0,215.771161666667,647.313485,3,1,1,0,2,0
"5497","14929-1",5497,31.1855878571429,11.270391509434,124.49,25.2857142857143,6.450765,38.5607142857143,13.2691,1.399775,0,0.37111,252.283157938005,13.2168420619946,5,"sur",2,0,0,0,2,34.8,0,53.1,265.5,5,0,0,0,2,0
"5498","1493-1",5498,25.5069642857143,5.64065934065934,20.231985,6.35935714285714,13.7807434615385,6.549,29.8374346153846,11.8727385714286,0,9.22928571428571,129.008168131868,183.101831868132,3,"metropolitana",3,0,0,0,3,32.6666666666667,0,104.036666666667,312.11,3,0,0,0,3,0
"5499","14930-1",5499,36.8282214285714,36.3349718867925,28.38136,60.8122348051948,3.76125,0.230985,25.175005,13.5735715682454,0,0.08968,205.187279688804,204.258560311196,3,"sur",4,0,1,0,2,37.3333333333333,0,136.481946666667,409.44584,3,1,1,0,2,0
"5500","14931-1",5500,60.2293071428571,5.00943396226415,59.1196698113207,2.00377358490566,86.667264514008,22.7770215633423,24.7741,9.14346479591837,0,0,269.724035374616,-54.2061803746164,3,"sur",2,0,0,0,1,43.6666666666667,0,71.839285,215.517855,3,0,0,0,1,0
"5501","14932-1",5501,2.40214285714286,1.90358490566038,39.433429245283,35.0491709548313,8.97045833333333,17.7,23.4881282075472,6.60729148471616,0,3.16071428571429,138.714920274229,37.6434547257715,4,"sur",2,0,0,0,1,33,0,44.08959375,176.358375,4,0,0,0,1,0
"5502","14933-1",5502,33.0737142857143,16.2380300943396,23.354265,13.4090909090909,14.3254305929919,17.235653675041,14.75,1.51217,0.295,3.16071428571429,137.354068842892,23.202336157108,4,"sur",1,0,1,1,1,22.5,0,40.13910125,160.556405,4,1,1,1,1,0
"5503","14934-1",5503,86.6136857142857,14.8170596226415,29.269015,7.95068733153639,5.40263,14.2232142857143,13.8204716981132,39.3336251612903,1.47441,0,212.904798813581,160.948111186419,4,"sur",3,0,1,1,2,22.5,0,93.4632275,373.85291,4,1,1,1,2,0
"5504","14935-1",5504,113.310975,0,20.06,30.7368928571429,157.159301886792,5.12035714285714,7.67,0,0,0,334.057526886792,-193.932526886792,2,"sur",1,0,0,0,0,83.5,0,70.0625,140.125,2,0,0,0,0,0
"5505","14936-1",5505,37.0574785714286,0,10.48135,0,18.1951785714286,2.93314285714286,9.1155,0,0,0,77.78265,85.35235,3,"sur",1,0,0,0,0,65.3333333333333,0,54.3783333333333,163.135,3,0,0,0,0,0
"5506","14937-1",5506,40.900275,19.4034301886792,48.3203487735849,2.5038820754717,206.344614779874,25.8348484848485,10.5587735849057,25.4065144444444,0.49147,0.357575757575758,380.121733089384,-181.209723089384,3,"sur",2,0,0,1,1,36,0,66.3040033333333,198.91201,3,0,0,1,1,0
"5507","14938-1",5507,106.478775,0,57.7395763207547,6.32429110512129,66.3525500086392,26.0490566037736,11.21,3.60098590729094,0,14.1906493506493,291.945884296229,95.0893957037709,3,"sur",3,0,0,0,1,66.3333333333333,0,129.01176,387.03528,3,0,0,0,1,0
"5508","14939-1",5508,4.44691428571428,2.80084688679245,128.59581,0.062835,23.461433490566,134.487609155673,25.733735,5.27805571428571,0,1.32535071428571,326.192590247317,-62.7575902473171,3,"sur",2,0,0,0,2,65.3333333333333,0,87.8116666666667,263.435,3,0,0,0,2,0
"5509","1494-1",5509,111.530523571429,4.82863131868132,1.25586686813187,13.5273514285714,4.23101642857143,7.77881285714286,7.474415,4.74244518765078,0,3.21427785714286,158.583340517321,94.3496594826789,2,"metropolitana",2,0,0,0,2,49,0,126.4665,252.933,2,0,0,0,2,0
"5510","14940-1",5510,40.6676464285714,26.8085822102426,45.7039285714286,6.88339718614719,17.1012272619048,62.4925892857143,10.266,6.17987071428571,23.47787,0,239.581111658295,-62.5811116582945,4,"sur",2,0,1,1,0,28.5,0,44.25,177,4,1,1,1,0,0
"5511","14941-1",5511,88.0695107142857,3.75707547169811,58.4278685714286,33.2597175324675,62.1232286118598,36.875,36.054015,106.92320658946,89.47822,68.7392142857143,583.707056776914,288.862233223086,3,"sur",5,0,0,0,2,43.6666666666667,0,290.85643,872.56929,3,0,0,0,2,0
"5512","14942-1",5512,105.395914285714,13.4889139622642,29.853705,18.2039855201303,14.5211563342318,5.53125,34.392209834191,1.85019785714286,0,0,223.237332793674,-18.2123327936743,3,"sur",2,0,1,0,0,40,0,68.3416666666667,205.025,3,1,1,0,0,0
"5513","14943-1",5513,100.793282142857,1.00188679245283,76.3401,1.51018928571429,4.67785714285714,19.0907142857143,10.5079,18.8125714285714,0,23.6844964285714,256.418997506739,-147.268997506739,2,"sur",1,0,0,0,0,90,0,54.575,109.15,2,0,0,0,0,0
"5514","14944-1",5514,7.64892857142857,0.737205,13.57,0,1.66981132075472,0,9.44,1.962635,0,0,35.0285798921833,-3.47567489218329,2,"sur",1,0,0,1,1,33,0,15.7764525,31.552905,2,0,0,1,1,0
"5515","14945-1",5515,58.1653185714286,18.0382648113208,98.3156614285714,21.5644029919137,93.8297009243037,289.023048093068,13.5963599595687,31.8346108441558,0,23.01,647.377367624331,-68.0658076243307,1,"sur",4,0,0,0,1,45,0,579.31156,579.31156,1,0,0,0,1,0
"5516","14946-1",5516,46.3227964285714,0,17.749265,0.983333333333333,5.49711428571428,0,0,0,0,0,70.552509047619,-13.1455090476191,1,"sur",1,0,0,0,0,76,0,57.407,57.407,1,0,0,0,0,0
"5517","14947-1",5517,4.80428571428571,0,6.44929,0,12.7715750281993,0,2.95,0,0,0,26.9751507424851,26.1248492575149,1,"sur",1,0,0,0,0,70,0,53.1,53.1,1,0,0,0,0,0
"5518","14948-1",5518,43.4252642857143,0,62.1247735849057,12.2665532345013,30.7495754716981,0.233509234828496,4.12705,11.396735,0,0,164.323460811648,-108.568460811648,1,"sur",1,0,0,0,0,70,0,55.755,55.755,1,0,0,0,0,0
"5519","1495-1",5519,113.262932142857,4.59170417582418,10.44595,37.6740163484057,3.940905,0.587892857142857,21.2606983606557,21.9976021428571,0.540735,11.1257142857143,225.428150313457,-53.393295313457,2,"metropolitana",1,0,0,1,0,31.5,0,86.0174275,172.034855,2,0,0,1,0,0
"5520","14950-1",5520,5.31821785714286,3.75707547169811,86.3292452830189,24.2794421301968,0.245833333333333,114.048113207547,10.8971212121212,2.4866376,11.79823,0,259.159916095058,-1.0965710950584,1,"sur",2,0,0,0,0,26,0,258.063345,258.063345,1,0,0,0,0,0
"5521","14951-1",5521,44.7911142857143,6.67924528301887,21.684565,5.52384442140972,5.354545,5.21517857142857,15.02317,24.698875,0,7.965,136.935537561571,-4.58939256157144,2,"sur",1,0,0,0,1,51,0,66.1730725,132.346145,2,0,0,0,1,0
"5522","14952-1",5522,135.886692857143,3.83973113207547,54.548661509434,210.388020485175,63.4818615813118,138.889339622642,29.59322,9.09021428571429,0,0,645.717741473495,-645.509766473495,2,"sur",1,0,0,0,0,76,0,0.1039875,0.207975,2,0,0,0,0,0
"5523","14953-1",5523,15.6897857142857,8.08744169811321,81.3949528301887,14.75,0,10.5938136072371,9.66509056603774,11.08551,0.22125,2.56860158311346,154.056445998976,15.1225140010241,3,"sur",1,1,0,0,2,19,0,56.3929866666667,169.17896,3,0,0,0,2,0
"5524","14954-1",5524,23.4404892857143,0,37.366765,0,12.49974,60.6857142857143,19.47,54.8156209732785,46.70558,7.95235714285714,262.936266687564,216.656148312436,4,"sur",4,1,0,1,2,26.75,0,119.89810375,479.592415,4,0,0,1,2,0
"5525","14955-1",5525,75.5183142857143,19.7037735849057,92.9102802156334,21.3610010822511,0.751415094339623,24.8936411609499,49.1944056060606,22.7599776402845,0,25.7802642109056,332.873072881045,100.619692118955,2,"sur",4,0,0,0,2,29.5,0,216.7463825,433.492765,2,0,0,0,2,0
"5526","14956-1",5526,5.80749642857143,0,7.47825,0,1.50283018867925,0,0,0,0,0,14.7885766172507,73.7114233827493,1,"sur",1,0,0,0,0,80,0,88.5,88.5,1,0,0,0,0,0
"5527","14957-1",5527,28.0671428571429,8.46340528301887,170.176262762803,0,69.6920690566038,2.84464285714286,30.9601606060606,6.67902593075622,4.34948,0,321.232189353528,-86.1089293535285,4,"sur",2,1,0,1,1,22.5,0,58.780815,235.12326,4,0,0,1,1,0
"5528","14958-1",5528,35.3791392857143,2.33463,25.7773107142857,2.89054459691252,0,19.2326482479784,12.685,17.7730536314286,0.491765,0,116.56409147632,-9.19648147631953,3,"sur",1,0,1,0,0,42.3333333333333,0,35.7892033333333,107.36761,3,1,1,0,0,0
"5529","14959-1",5529,16.9414285714286,0,26.648235,8.63888814016172,13.7759433962264,5.68928571428571,2.94705,2.487403930131,0,0,77.1282347522334,73.3217652477666,1,"sur",1,0,0,0,1,55,0,150.45,150.45,1,0,0,0,1,0
"5530","1496-1",5530,230.234646428571,32.1053265384615,56.5939994505494,58.1510552603135,19.7617582417582,26.5990515222482,32.4205,4.13338870023419,0.59,1.26428571428571,461.854011856422,-118.596731856422,5,"metropolitana",3,0,1,1,2,35.4,0,68.651456,343.25728,5,1,1,1,2,0
"5531","14960-1",5531,61.6270592857143,17.3059245283019,100.216509433962,66.1912500829045,107.005683962264,76.5726968305379,25.540805,62.6411515084679,31.39036,8.44625085751979,556.937691489673,-221.487586489673,3,"sur",3,0,0,2,1,23,0,111.816701666667,335.450105,3,0,0,3,1,0
"5532","14961-1",5532,26.9608928571429,8.17867462264151,48.5275,26.8181818181818,23.5443396226415,55.3374025974026,14.75,3.21411240740741,0.737205,0,208.068308925418,163.194796074582,4,"sur",3,0,0,1,2,46.75,0,92.81577625,371.263105,4,0,0,1,2,0
"5533","1497-1",5533,55.9604464285714,4.17992307692308,19.1370714285714,6.15095725995316,4.57087912087912,3.79285714285714,15.92705,0.0885,0,0,109.807684457755,-7.83945945775536,1,"metropolitana",1,0,0,0,0,62,0,101.968225,101.968225,1,0,0,0,0,0
"5534","1498-1",5534,329.9103,10.9709527472527,45.8499632967033,19.874445,41.6742253296703,8.21827857142857,29.1270039344262,89.5373691208791,29.49882,14.0401457142857,618.701503714646,-166.791003714646,4,"metropolitana",4,0,1,0,2,27.25,0,112.977625,451.9105,4,1,1,0,2,0
"5535","1499-1",5535,18.3511071428571,15.5516122527473,7.93255,7.88935011709602,21.7603021978022,31.8253585714286,74.6925087912088,5.75791244936538,2.211615,46.2033214285714,232.175637951077,173.750262048923,3,"metropolitana",4,0,0,0,2,31.3333333333333,0,135.308633333333,405.9259,3,0,0,0,2,0
"5536","15-1",5536,74.4932103571428,7.93705604395604,68.096915,3.16557692307692,8.79226428571428,70.5623791208791,26.2455664835165,13.4412300133097,1.916615,15.7776373626374,290.428450590233,-16.9374905902327,3,"sur",3,0,1,0,1,32.3333333333333,0,91.1636533333333,273.49096,3,1,1,0,1,0
"5537","150-1",5537,19.9961957142857,0,21.087485,4.51958964285714,3.92606909340659,0,15.3305664835165,2.25464285714286,0,0,67.1145487912088,36.1251262087912,1,"metropolitana",1,0,0,0,0,75,0,103.239675,103.239675,1,0,0,0,0,0
"5538","1500-1",5538,157.670125,4.56990659340659,23.8077642857143,1.26428571428571,5.664,4.425,24.4693747252747,9.0811153922933,2.789225,6.76401285714286,240.504809568117,-3.32480956811746,4,"metropolitana",2,0,0,1,1,51,0,79.06,237.18,4,0,0,1,1,0
"5539","1501-1",5539,67.1476471428571,17.0192307692308,22.7170423076923,67.4312286074581,20.4230769230769,1.21565934065934,48.9515591785264,1.52978571428571,0,2.634645,249.069874983787,-101.758674983787,2,"metropolitana",1,0,0,0,1,67,0,73.6556,147.3112,2,0,0,0,1,0
"5540","1502-1",5540,80.5811464285714,8.14978021978022,25.8371373626374,64.0225097189695,0,11.6946428571429,23.23302,91.6132229077166,0,37.1383928571429,342.269852351961,40.7619826480392,2,"metropolitana",4,0,0,0,0,35,0,622.96389,383.031835,2,0,0,0,0,0
"5541","1503-1",5541,60.0883392857143,11.0868131868132,4.63782142857143,1.83890357142857,0,17.2503778571429,2.9205,0.885,0,0,98.7077553296703,102.64744467033,1,"metropolitana",2,0,0,0,1,74,0,201.3552,201.3552,1,0,0,0,1,0
"5542","1504-1",5542,65.0538214285714,0,18.88,0,0,0,13.865,0.25665,0,0,98.0554714285714,-68.5554714285714,1,"metropolitana",1,0,0,0,1,61,0,29.5,29.5,1,0,0,0,1,0
"5543","1505-1",5543,49.31574,9.82252747252747,70.9685714285714,1.58035714285714,15.8755384615385,2.52857142857143,32.1255,6.04664758304078,0.12272,2.26724357142857,190.653417088535,129.055782911465,8,"metropolitana",3,2,0,1,2,27.375,0,39.96365,319.7092,7,0,0,1,2,0
"5544","1506-1",5544,82.3433078571428,0.024485,83.5585198351648,11.9551513466042,11.8359835164835,8.91496483516483,2.97832,0.274055,0,0.050445,201.93523239056,-40.5702323905602,3,"metropolitana",1,0,0,0,0,55.3333333333333,0,53.7883333333333,161.365,3,0,0,0,0,0
"5545","1507-1",5545,26.5436785714286,8.80137362637363,217.12,16.5151639344262,7.8765,4.425,25.60305,0.899455,0.159595,0,307.943816132228,243.706183867772,3,"metropolitana",4,0,1,0,1,26,0,183.883333333333,551.65,3,1,1,0,1,0
"5546","1508-1",5546,143.037956428571,5.83516483516483,270.714368131868,19.5130440659341,31.0304243406593,14.2935763826338,24.677635,86.3769062187812,0,90.0134254638804,685.492500867493,308.143904132507,3,"sur",5,1,0,0,1,24.3333333333333,0,331.212135,993.636405,3,0,0,0,1,0
"5547","1509-1",5547,154.228697142857,12.7590218131656,55.72786,200.735749051522,55.9647988036599,23.9039796703297,45.9862240453763,59.6835636263736,0,0.90152,609.891414153284,-409.908849153285,3,"sur",2,1,1,0,1,16,0,66.660855,199.982565,3,1,1,0,1,0
"5548","151-1",5548,138.824766428571,32.7911464285714,29.5710885164835,28.7253883516483,14.5285392857143,30.5038590659341,29.4385654395604,5.67143444167186,0,1.3629,311.417687958155,32.5009820418447,3,"metropolitana",3,0,0,0,2,65.3333333333333,0,114.639556666667,343.91867,3,0,0,0,2,0
"5549","1510-1",5549,135.389238571429,14.0024505494505,164.857125714286,117.657396905963,4.46875833333333,370.149142857143,176.089113763286,17.5006318681319,0,73.5895864560439,1073.70344501907,-714.245945019066,1,"sur",3,0,0,0,1,39,0,359.4575,359.4575,1,0,0,0,1,0
"5550","1511-1",5550,40.6632214285714,0.972527472527473,22.882265,24.6511533957845,47.648065018315,65.3214285714286,32.0872950819672,36.7041165494505,0,9.48214285714286,280.412215375188,171.053129624812,3,"sur",4,0,0,0,1,33,0,150.488448333333,451.465345,3,0,0,0,1,0
"5551","1512-1",5551,206.703128571429,12.2412032967033,91.3446428571429,26.620021978022,15.2817293956044,202.709215456675,33.9953080499009,79.7021492906186,48.67146,44.4088992974239,761.677758193519,-87.916638193519,3,"sur",5,1,0,0,2,28,0,224.58704,673.76112,3,0,0,0,2,0
"5552","1513-1",5552,16.9730357142857,17.0182582417582,183.195,62.6265655737705,6.17292902930403,254.438589443344,21.535,17.5476373626374,2.45735,22.1664519906323,604.130817355732,-388.780817355732,3,"sur",2,0,1,1,1,18.6666666666667,0,71.7833333333333,215.35,3,1,1,1,1,0
"5553","1514-1",5553,64.998825,0,56.0984642857143,15.2023740767429,6.22132956043956,16.2369782967033,33.925,9.90661507936508,0,0,202.589586298965,113.345678701035,6,"sur",3,0,1,1,3,35.8333333333333,0,52.6558775,315.935265,6,1,1,1,3,0
"5554","1515-1",5554,50.1389164285714,11.2813186813187,12.84725,11.7897009340659,0,1.95964285714286,15.0063906593407,8.35498351648352,0,0,111.378203076923,103.086796923077,1,"sur",2,0,0,0,1,61,0,214.465,214.465,1,0,0,0,1,0
"5555","1516-1",5555,37.2072964285714,2.13761538461538,27.6415,1.92803571428571,7.28952456043956,6.82714285714286,15.2931868852459,10.928179856519,0.245735,0,109.49821668682,189.18603831318,3,"sur",3,0,0,1,2,41,0,99.5614183333333,298.684255,3,0,0,1,2,0
"5556","1517-1",5556,127.871121428571,0,40.93125,13.2541392857143,6.82714285714286,15.5085714285714,21.24,0.2065,0,0,225.838725,0.426275,2,"sur",2,0,0,0,1,59,0,113.1325,226.265,2,0,0,0,1,0
"5557","1518-1",5557,79.3201057142857,16.8208351648352,42.8025549450549,5.96159340659341,4.425,20.7975,25.96,35.6670183885983,0,0,231.754607619368,107.561472380632,4,"sur",3,0,1,1,2,28.5,0,84.82902,339.31608,4,1,1,1,2,0
"5558","1519-1",5558,58.6440030769231,27.2720206043956,37.7431071978022,46.7363361016033,8.51080402930403,62.5343836272744,12.572015,56.8381854087912,0,11.2920942857143,322.142949331808,-92.6754293318081,2,"sur",2,0,0,0,2,35.5,0,114.73376,229.46752,2,0,0,0,2,0
