id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_paid_work,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_commute2,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,temp,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
00027-1,00027-1-01,1,1,5,6,1,0,0,0,0,3,3,1,2,0,0,0,3,36.666666666666664,1,1,1,0,0,0,0,43,25-44,2,secundaria,0,1,48,8,6,4,norte,2,Tarapacá,0.7058823529411765,0,4,Ocupada(o),2,2,6,4,4,4,2,NA,85,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,150,300,0,0,425,141.66666666666666,0,300,425,141.66666666666666,0,48,13.91,0,0,0,25.37,4.96,12.33,57.36,6.07,0,48,5.87,0.55,4.14,0,7.78,7.01,12.33,57.36,24.94,0,0,0,0,0,0,168,168,6.25,18.33688363051637,281.66311636948365,73.05,23.06,22.49,24.5,8.04,43.23,12.84,18.84,46.76,8.85
00029-1,00029-1-04,0,0,3,6,3,0,2,2,2,3,3,3,2,0,0,0,5,24.4,0,0,0,0,0,0,1,12,12-24,1,primaria,1,0,0,0,0,3,norte,3,Antofagasta,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,4,NA,1,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,295,59,0,0,22.45,0,0,0,65.68,3.81,19.25,55.12,0,1.69,0,33.45,1.86,6.08,7.59,1.52,15.19,19.25,55.12,27.95,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00030-1,00030-1-01,0,0,3,7,1,0,0,0,0,4,5,4,1,1,1,0,5,39.4,1,0,0,1,0,1,0,82,66+,2,secundaria,0,0,0,0,0,4,norte,5,Coquimbo,0.23012552301255232,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,68.75,247.5,298.75,59.75,56.95606694560669,125.71,546.25,71.14121338912133,1265000,0,29.74,0.02,0.3,0,35.67,10.63,22.69,65.86999999999999,0.1,2.98,0,3.68,0.11,0.38,0.1,31.25,0.15,22.69,65.86999999999999,43.77,0,0,0,0.02,0,0,167.99999999999997,168,NA,14.797747739381688,110.9122522606183,35.43,6.03,8.07,10.2,2.17,15.46,5.76,8.15,13.99,5.65
00030-1,00030-1-03,0,0,3,7,8,0,0,0,0,4,5,4,1,1,1,0,5,39.4,0,0,0,1,0,1,1,25,25-44,2,secundaria,1,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,3,85,NA,1,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,546.25,59.75,0,0,16.24,0,0,18.56,49.76,15.36,19.85,48.23,0,0,0,10.05,3.44,3.44,1.05,9,22.77,19.85,48.23,50.16,0,0,0,0,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00030-1,00030-1-05,0,0,3,7,8,0,0,0,0,4,5,4,1,1,1,0,5,39.4,0,0,0,1,0,1,1,18,12-24,2,secundaria,1,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,2,2,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,546.25,59.75,0,0,3.62,0.04,0,3.17,67,18.17,17.64,58.36000000000001,0,0,0,9.88,3.91,3.79,3.56,7.58,38.28,17.64,58.36000000000001,25,0,0,0,0,0.04,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00031-1,00031-1-01,0,0,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,73,0,0,0,0,0,0,1,73,66+,2,primaria,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,103,51.5,51.5,103,154.5,154.5,154.5,618000,0,40.94,0,0,0,64.09,9.63,12.1,40.66999999999999,0,0.57,0,0.68,0,0.11,0,63.27,0.03,12.1,40.66999999999999,51.14,0,0,0,0,0,0,168,168,NA,38.697876356873074,115.80212364312692,41.34,3.76,3.34,8.32,2.4,30.8,7.21,12.07,6.4,0.18
00032-1,00032-1-01,0,0,1,7,1,0,0,0,0,4,4,4,1,1,1,0,4,43.25,1,1,1,0,0,0,0,65,45-65,2,primaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,2,4,4,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,25,0,0,100,25,0,0,80.12,0,0,0,5.57,12.44,10.43,58.16,0,1.28,0,1.45,0,2.73,0,1.29,0.11,10.43,58.16,93.84,0,0,0,0,0,0,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00032-1,00032-1-02,0,0,1,7,2,0,0,0,0,4,4,4,1,1,1,0,4,43.25,1,1,1,0,0,0,1,58,45-65,2,secundaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,3,1,85,NA,NA,2,85,1,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,100,25,0,0,41.09,0,0,0,43.42,25.02,7.56,50.91,0,0,0,3.19,13.63,4.03,0,15.22,7.35,7.56,50.91,66.11,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00032-1,00032-1-03,1,0,1,7,3,0,0,0,0,4,4,4,1,1,1,0,4,43.25,0,0,0,0,0,0,1,31,25-44,2,universitaria,1,1,40,8,5,1,centro,10,Ñuble,1,0,2,Ocupada(o),1,2,1,5,5,5,2,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,100,25,0,40,12.51,0,0.4,0.81,41.61,13.77,11.33,45.96,1.37,0.24,40,20.11,1.66,8.71,0.07,7.74,3.33,11.33,45.96,29.1,0,0,0,0,0,0,168,168,2.5,-64.52447960589625,164.52447960589626,65.67,5.47,5.51,16.53,3.82,31.41,7.68,10.14,15.48,2.82
00035-1,00035-1-01,1,1,5,7,1,1,2,3,3,2,2,2,2,0,0,0,5,15.4,1,1,1,0,0,0,0,33,25-44,1,secundaria,0,1,48,8,6,2,metropolitana,7,Región Metropolitana de Santiago,0.5,0,4,Ocupada(o),2,2,3,4,4,5,2,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,1,1,1,100,100,0,0,200,40,0,100,200,40,0,48,4.22,2.21,0,24.45,31.36,3.83,7.27,41.03999999999999,4.9,0.72,48,13.64,0.01,0,0,0.21,17.5,7.27,41.03999999999999,40.33,2.21,0.05,2.21,0,0,0,167.99999999999997,168,2.0833333333333335,-46.81575140772605,146.81575140772605,46.82,7.75,6.15,11.4,6.14,33.22,7.63,7.78,17.52,2.41
00037-1,00037-1-01,1,1,1,6,1,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,0,59,45-65,2,técnica,0,1,45,8,5,4,metropolitana,7,Región Metropolitana de Santiago,0.34946236559139787,0,3,Ocupada(o),1,4,1,4,4,5,2,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,162.5,162.5,0,40,505,126.25,13.978494623655916,176.48,505,119.74462365591398,160000,45,10.07,5.67,11.37,0,32.4,3.94,9.68,41.33000000000001,8.22,0.32,45,10.88,0.24,2.25,2.58,2.41,14.04,9.68,41.33000000000001,39.57,5.66,0.03,5.67,0,0,0,167.99999999999997,168,3.611111111111111,1.5215145542483324,174.95848544575165,34.28,12.91,17.65,16.39,3.37,35.06,13.42,13,26,2.87
00037-1,00037-1-02,1,1,1,6,2,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,1,61,45-65,2,técnica,0,1,6,2,3,4,metropolitana,7,Región Metropolitana de Santiago,0.2741935483870968,0,1,Ocupada(o),2,4,1,5,4,4,2,NA,2,85,2,2,3,2,NA,NA,NA,NA,NA,1,1,1,102.5,127.5,0,0,0,0,10.96774193548387,138.47,505,118.99193548387098,0,6,53,15.19,10.74,0,29.42,6.79,5.56,40.45,0,0.85,6,14.23,0.21,1.85,0.38,8.72,4.04,5.56,40.45,86.57,15.19,0,15.19,1.51,0,1.51,168,168,21.25,1.1938037271794608,137.27619627282053,26.89,10.13,13.85,12.86,2.65,27.51,10.53,10.2,20.4,2.25
00039-1,00039-1-01,1,1,2,6,1,1,1,2,2,4,4,4,2,2,2,0,6,36.5,1,1,1,0,0,0,0,65,45-65,2,primaria,0,1,48,8,6,4,norte,2,Tarapacá,0.6643835616438356,0,4,Ocupada(o),1,3,5,5,4,4,3,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,117.5,117.5,125,250,365,60.833333333333336,166.0958904109589,408.6,615,88.51598173515981,1500000,48,7.38,0.38,0,0,38.66,5.72,12.81,50.77,4.19,0.09,48,7.46,0.06,0.06,0.23,24.84,6.02,12.81,50.77,17.76,0.32,0.06,0.38,0,0,0,168,168,2.4479166666666665,47.56574660221314,361.03425339778687,101.43,18.68,28.67,37.76,6.3,56.47,27.88,23.57,50.12,10.14
00039-1,00039-1-03,0,0,2,6,3,1,1,2,2,4,4,4,2,2,2,1,6,36.5,0,0,0,0,0,0,1,37,25-44,2,técnica,0,0,0,0,0,4,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,4,5,4,NA,NA,1,1,2,1,3,3,NA,NA,NA,NA,NA,4,NA,3,0,0,0,0,0,0,0,0,615,60.833333333333336,0,0,22.08,40,0.16,0,24.59,7.38,10.52,52.14000000000001,0,11.13,0,2.8,0.07,0.04,0.54,13.02,8.12,10.52,52.14000000000001,80.74,44.36,1.5,45.68,0,0,0.36,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00041-1,00041-1-01,1,1,1,7,1,0,1,1,3,4,3,2,2,2,1,0,6,38.166666666666664,1,1,1,0,0,0,1,50,45-65,2,universitaria,0,1,50,7,6,5,centro,10,Ñuble,0.391304347826087,0,4,Ocupada(o),1,3,3,4,3,3,2,NA,1,2,2,1,1,1,NA,NA,NA,NA,NA,2,3,1,225,225,0,100,575,95.83333333333333,39.130434782608695,264.13,675,102.35507246376811,400000,50,13.69,6.19,0,0.83,43.07,5.76,11.7,35.62,0.82,0.32,50,26.53,0,0.32,0.28,0.81,15.13,11.7,35.62,27.61,0,5.27,5.27,0.91,0,0,167.99999999999997,168,4.5,-13.186478311201812,277.3164783112018,54.86,19.14,23.15,26.57,5.29,31.67,25.1,23.83,39.67,28.04
00042-1,00042-1-03,0,0,3,7,3,1,1,2,2,2,2,2,2,1,0,0,4,20.25,0,0,0,0,0,0,0,12,12-24,2,ninguna,1,0,0,0,0,3,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Menor de 15 años,NA,NA,NA,2,4,4,NA,2,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,337.5,84.375,0,0,5.98,6.86,0,39.22,39,3,4.95,66.19,2.06,0.74,0,16.01,2.56,0.18,0.09,8.37,11.79,4.95,66.19,57.86,6.86,0,6.86,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00046-1,00046-1-04,1,0,2,7,3,0,1,1,2,5,4,2,4,2,0,0,6,26.666666666666668,0,0,0,0,1,1,1,20,12-24,1,secundaria,1,1,5,3,2,5,centro,9,Maule,0.015151515151515152,0,1,Ocupada(o),2,2,3,4,2,3,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.5,0,0,0,0,0,12.5,825,137.5,0,5,18.96,7.64,0.04,33.36,33.22,10.57,5.09,47.8,4.74,1.58,5,13,7.12,0.33,0.17,5.05,7.54,5.09,47.8,76.89,0,3.77,3.77,4.93,0,0,168,168,2.5,0.5499096876895722,11.950090312310428,1.99,0.93,1.19,1.12,0.26,1.39,0.93,0.75,1.88,1.49
00046-1,00046-1-05,0,0,2,7,3,0,1,1,2,5,4,2,4,2,0,0,6,26.666666666666668,0,0,0,0,1,1,0,15,12-24,1,primaria,1,0,0,0,0,5,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,3,3,85,NA,3,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,825,137.5,0,0,4.19,0,0,59.65,47.83,9.63,4.67,40.170000000000016,1.86,0,0,14.96,20.13,0.93,2.04,4.63,5.14,4.67,40.170000000000016,75.33,0,0,0,0,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00047-1,00047-1-01,1,0,3,7,1,0,2,2,2,3,3,3,2,1,2,0,5,35.6,0,1,1,0,0,0,1,63,45-65,1,ninguna,0,1,70,10,7,1,metropolitana,7,Región Metropolitana de Santiago,0.13043478260869565,1,4,Ocupada(o),2,2,3,3,3,3,2,NA,2,2,2,2,3,2,NA,NA,NA,NA,NA,3,1,1,15,15,0,0,115,23,0,15,115,23,0,70,20.47,0.57,0,0,7.9,12.83,5.68,49.46000000000001,0.26,0.83,70,0.15,0,0,0,6.42,1.32,5.68,49.46000000000001,34.96,0,0.57,0.57,0,0,0,168,168,0.21428571428571427,-14.392392542826943,29.392392542826943,12.38,1,1.13,2.49,0.73,6,1.28,1.44,2.49,0.45
00047-1,00047-1-02,0,0,3,7,2,0,2,2,2,3,3,3,2,1,2,0,5,35.6,0,1,1,0,0,0,0,64,45-65,1,primaria,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Desocupada(o),NA,NA,NA,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,23,0,0,17.04,0.6,0.34,0,39.73,21.3,12.91,75.58999999999999,0.31,0.18,0,0.79,0.28,4.08,0.98,31.84,1.76,12.91,75.58999999999999,39.78,0,0.6,0.6,0.14,0,0.45,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00047-1,00047-1-04,0,0,3,7,8,0,2,2,2,3,3,3,2,1,2,1,5,35.6,0,0,0,0,0,0,1,14,12-24,1,primaria,1,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,85,NA,2,2,2,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,23,0,0,1.12,0.2,0,42.59,60.21,12.07,5.36,44.39000000000001,2.06,0,0,25.58,4.4,0.02,6.05,0.84,23.32,5.36,44.39000000000001,58.04,0,0.05,0.05,0.15,0,0.15,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00051-1,00051-1-01,1,1,2,7,1,1,1,2,2,2,2,2,2,2,0,0,4,22.75,1,1,1,0,0,0,1,39,25-44,2,universitaria,0,1,44,8,5,5,norte,5,Coquimbo,0.5294117647058824,0,3,Ocupada(o),1,4,1,4,5,5,1,NA,1,1,2,1,3,3,NA,NA,NA,NA,NA,4,5,5,450,450,0,0,850,212.5,0,450,850,212.5,0,44,22.52,32.36,2.7,0,18.21,3.15,4.69,38.41999999999999,0.64,1.31,44,9.89,0,0.38,0,4.93,3.01,4.69,38.41999999999999,62.68,29.07,8.65,33.32,0.2,0,0,168.00000000000003,168,10.227272727272727,46.63115307516831,403.3688469248317,48.27,40.45,54.04,34.64,9.41,61.84,37.74,22.51,64.97,29.5
00051-1,00051-1-02,1,1,2,7,2,1,1,2,2,2,2,2,2,2,0,0,4,22.75,1,1,1,0,0,0,0,40,25-44,2,universitaria,0,1,40,8,5,5,norte,5,Coquimbo,0.47058823529411764,0,2,Ocupada(o),1,4,1,5,4,4,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,4,2,1,400,400,0,0,0,0,0,400,850,212.5,0,40,18.79,9.18,0,0,29.73,4.91,8.34,46.48999999999999,4.03,6.53,40,18.12,0,1.79,0,9.2,0.63,8.34,46.48999999999999,43.45,12.64,7.85,13.66,0,0,0,168.00000000000003,168,10,41.44991384459404,358.55008615540595,42.91,35.95,48.04,30.79,8.36,54.97,33.54,20.01,57.75,26.22
00056-1,00056-1-02,1,1,2,6,2,0,0,0,0,3,3,3,3,2,1,0,3,50.333333333333336,1,1,1,0,0,0,1,59,45-65,2,técnica,0,1,44,7,5,5,sur,15,Aysén del General Carlos Ibañez del Campo,0.39655172413793105,0,3,Ocupada(o),1,4,1,2,4,5,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,180,180,50,0,0,0,237.93103448275863,467.93,1180,272.64367816091954,200000,44,6.84,4.65,0,0,41.2,6.82,10.92,50.06,3.2,0.31,44,7.44,0,0,0,6.04,27.72,10.92,50.06,21.82,0,0,0,4.65,0,0,168,168,4.090909090909091,130.64842133807355,337.28157866192646,39.81,33.17,26.58,35.75,6.62,61.02,32.91,29.44,61.08,10.92
00056-1,00056-1-03,1,0,2,6,3,0,0,0,0,3,3,3,3,2,1,0,3,50.333333333333336,0,0,0,0,0,0,0,29,25-44,2,técnica,0,1,45,8,5,5,sur,15,Aysén del General Carlos Ibañez del Campo,0,0,3,Ocupada(o),2,3,3,3,4,85,2,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1180,193.33333333333334,0,45,2.1,0,0.03,0,55.22,3.26,8.59,50.85,2.94,0.01,45,5.52,4.77,10.11,0.02,18.61,16.19,8.59,50.85,8.33,0,0,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0
00058-1,00058-1-01,1,1,3,6,1,0,0,0,0,4,4,4,2,2,0,0,4,34.75,1,1,1,0,0,0,0,51,45-65,3,universitaria,0,1,45,8,5,4,sur,12,La Araucanía,0.9615384615384616,0,3,Ocupada(o),1,3,1,4,3,85,1,NA,1,85,1,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,625,625,0,0,650,162.5,0,625,650,162.5,0,45,7.7,0.39,5.94,0,34.57,3.91,12.63,46.89000000000001,10.74,0.23,45,18.67,0.25,0.37,0,14.26,1.03,12.63,46.89000000000001,28.92,0,0.39,0.39,0,0,0,168,168,13.88888888888889,98.45390275792151,526.5460972420785,76.74,37.22,34.43,63.36,11.24,116.69,38.88,34.95,83.95,29.08
00058-1,00058-1-03,0,0,3,6,2,0,0,0,0,4,4,4,2,2,0,0,4,34.75,1,1,1,0,0,0,1,46,45-65,3,secundaria,0,0,0,0,0,4,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,1,1,NA,NA,1,85,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,162.5,0,0,87.45,0.56,3.01,0,15.1,2.98,7.22,51.03,0,0.65,0,5.34,1.75,0.48,0,4.13,3.4,7.22,51.03,94.65,0,0,0,1.05,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00058-1,00058-1-04,0,0,3,6,3,0,0,0,0,4,4,4,2,2,0,0,4,34.75,0,0,0,0,0,0,1,23,12-24,3,técnica,1,0,0,0,0,4,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,2,3,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,162.5,0,0,10.67,0,0,54.11,35.5,2.91,6.44,54.45,1.11,2.81,0,5.75,3.56,5.54,2.66,3.6,14.38,6.44,54.45,71.61,0,0,0,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00059-1,00059-1-02,0,0,5,7,2,0,0,0,1,3,2,1,1,0,1,0,3,43.333333333333336,1,1,1,0,0,0,1,60,45-65,2,secundaria,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,4,4,5,NA,NA,2,2,2,2,3,2,3,2,1,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,125,41.666666666666664,0,0,28.67,7.48,2.75,0,40.33,11.14,9.62,66.82000000000001,0,1.19,0,0,0,4.54,24.69,10.83,0.28,9.62,66.82000000000001,51.22,0,0,0,7.35,1.32,8.66,168.00000000000003,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00061-1,00061-1-03,0,0,5,6,6,0,1,1,1,2,3,4,2,0,1,0,4,40,0,0,0,0,0,0,1,70,66+,3,primaria,0,0,0,0,0,3,centro,9,Maule,0.1694915254237288,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,16.949152542372882,66.95,395,77.98728813559322,200000,0,33.91,0,0,0,33.33,25.1,5.8,67.61,0,2.25,0,6.23,0,0,0,27.1,0,5.8,67.61,61.26,0,0,0,0,0,0,168,168,NA,7.861876839077737,59.088123160922265,19.63,3.43,2.34,5.47,2.06,9.67,3.37,4.4,7.81,0.9
00062-1,00062-1-02,1,0,2,6,11,0,0,0,0,2,3,3,3,3,1,0,3,48.666666666666664,0,1,0,0,0,0,1,70,66+,3,universitaria,0,1,40,8,5,5,sur,16,Magallanes y la Antártica Chilena,0.5384615384615384,0,2,Ocupada(o),1,4,1,5,4,4,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,700,700,0,0,0,0,0,700,1300,433.3333333333333,0,40,15.31,0,1.69,0,30.51,8.1,11.52,56.43,3.64,0.8,40,11.82,0.61,6.6,0.1,3.82,7.56,11.52,56.43,29.54,0,0,0,0,0,0,168,168,17.5,214.07798325862186,485.9220167413781,54.72,46.78,39.48,51.22,10.2,96.83,51.53,41.68,80.22,13.27
00064-1,00064-1-02,0,0,5,7,3,0,1,1,2,2,1,3,1,0,0,0,3,23,0,0,0,0,0,0,0,17,12-24,2,primaria,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,200,41.666666666666664,0,0,7.8,0.08,0,34.29,51.23,6.03,9.95,55.58000000000001,3.04,0,0,17.45,1.13,6.29,3.62,6.59,16.14,9.95,55.58000000000001,51.24,0.02,0,0.02,0.06,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00064-1,00064-1-03,0,0,5,7,3,0,1,1,2,2,1,3,1,0,0,0,3,23,0,0,0,0,0,0,0,12,12-24,2,ninguna,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Menor de 15 años,NA,NA,NA,5,4,4,NA,2,85,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,200,41.666666666666664,0,0,0.46,0,0,38.79,42.14,9.74,10,63,3.87,0,0,11.81,14.25,0,2.94,8.01,5.13,10,63,52.87,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00065-1,00065-1-01,1,0,1,7,1,0,0,0,1,3,2,3,2,2,0,0,3,27.333333333333332,1,0,0,0,0,0,1,42,25-44,2,técnica,0,1,60,12,5,5,sur,16,Magallanes y la Antártica Chilena,0.4444444444444445,0,4,Ocupada(o),2,3,3,4,3,2,2,NA,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,250,700,233.33333333333334,111.11111111111111,311.11,700,187.03703703703704,1000000,60,16.03,0.11,0,0.03,30.87,8.19,6.17,43.59,1.84,1.17,60,4.05,0,0.12,0.1,12.56,14.04,6.17,43.59,27.37,0,0.11,0.11,0.87,0,0,168,168,3.3333333333333335,4.476702653076449,306.63329734692354,23.5,32.49,26.88,28.56,6.69,53,24.08,18.08,52.46,40.9
00065-1,00065-1-02,1,0,1,7,3,0,0,0,1,3,2,3,2,2,0,0,3,27.333333333333332,0,0,0,0,0,0,1,25,25-44,2,universitaria,0,1,44,8,5,5,sur,16,Magallanes y la Antártica Chilena,0.5555555555555556,0,3,Ocupada(o),1,4,1,4,3,4,2,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,0,0,0,138.88888888888891,388.89,700,196.2962962962963,0,44,5.75,0,0.47,0,62.07,4.04,8,39.8,3.87,0,44,17.68,0,0.05,5.26,10.64,28.43,8,39.8,14.13,0,0,0,0,0,0,168.00000000000003,168,5.681818181818182,5.595878316345561,383.29412168365445,29.37,40.62,33.6,35.7,8.36,66.24,30.1,22.6,65.58,51.12
00066-1,00066-1-02,0,0,1,6,2,0,0,0,0,0,2,2,0,0,2,0,2,76.5,0,1,1,0,0,0,1,75,66+,1,primaria,0,0,0,0,0,4,centro,8,Libertador General Bernardo O´Higgins,0.33665008291873966,0,NA,Inactiva(o),NA,NA,NA,4,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50.75,0,0,0,101.5,152.25,452.25,126.125,203000,0,38.8,0,2.05,0,16.03,8.21,12.9,90.00999999999999,0,0,0,7.23,0,5.28,0,3.52,0,12.9,90.00999999999999,49.07,0,0,0,0,0,0,168,168,NA,37.04937742839974,115.20062257160026,32.88,5.84,3.56,9.02,2.63,19.09,10.37,20.69,10.76,0.37
00067-1,00067-1-01,1,0,2,6,1,0,0,0,0,3,3,3,1,2,0,0,3,30,1,0,0,0,0,0,1,45,25-44,2,técnica,0,1,45,9,5,1,metropolitana,7,Región Metropolitana de Santiago,1,0,3,Ocupada(o),1,3,3,3,3,85,2,NA,1,85,2,1,3,85,NA,NA,NA,NA,NA,NA,NA,NA,125,125,0,0,125,41.666666666666664,0,125,125,41.666666666666664,0,45,25.45,0,0,0,35.87,3.52,11.67,31.88000000000001,13.58,1.03,45,24.7,0,0,0,7.32,3.85,11.67,31.88000000000001,43.57,0,0,0,0,0,0,168,168,2.7777777777777777,-116.76812697251923,241.7681269725192,55.83,11.63,20.3,25.91,4.93,65.99,12.75,11.24,22.23,10.95
