id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_paid_work,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_commute2,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,temp,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
09921-1,09921-1-02,1,0,1,7,2,0,1,1,1,2,3,3,3,2,1,0,4,39.5,0,1,1,0,0,0,1,34,25-44,3,universitaria,0,1,40,8,5,3,metropolitana,7,Región Metropolitana de Santiago,0.5974842767295597,0,2,Ocupada(o),1,3,2,5,5,5,2,NA,2,1,1,1,2,2,NA,NA,NA,NA,NA,1,1,1,237.5,237.5,0,0,0,0,0,237.5,397.5,99.375,0,40,21.91,1.84,0,5.63,35.12,7.42,8.59,38.42999999999999,4.06,5,40,8.43,0.39,5.02,3.75,8.44,9.08,8.59,38.42999999999999,45.87,0,4.03,4.03,0,0,0,168,168,5.9375,-13.769023092208828,251.26902309220884,58.09,16.04,24.42,26.6,5.49,54.69,18.02,14.82,28.54,4.55
09922-1,09922-1-01,1,1,3,6,1,1,1,2,2,2,2,2,1,0,0,0,4,23,1,1,1,0,0,0,0,47,45-65,2,secundaria,0,1,40,8,5,1,centro,8,Libertador General Bernardo O´Higgins,1,0,2,Ocupada(o),1,3,3,3,4,4,2,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,3,4,1,125,125,0,0,125,31.25,0,125,125,31.25,0,40,16.72,2.67,0,0,37.17,3.67,8.82,49.08,7.44,2.43,40,18.81,0.03,5.25,0,9.05,4.04,8.82,49.08,32.93,2.67,3.2,4.86,0,0,0,168,168,3.125,-54.622152135275,179.622152135275,61.61,7.27,4.96,15.76,7.22,41.58,9.38,9.43,19.85,2.57
09922-1,09922-1-02,0,0,3,6,2,1,1,2,2,2,2,2,1,0,0,0,4,23,1,1,1,0,0,0,1,38,25-44,2,secundaria,0,0,0,0,0,1,centro,8,Libertador General Bernardo O´Higgins,0,0,NA,Inactiva(o),NA,NA,NA,4,2,2,NA,NA,1,2,1,1,3,3,NA,NA,NA,NA,NA,2,NA,3,0,0,0,0,0,0,0,0,125,31.25,0,0,41.15,31.01,0,0,19.67,5.4,8.49,57.13,0,5.15,0,5.57,0,0,3.8,9.12,1.18,8.49,57.13,82.71,24.42,19.14,34.31,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09924-1,09924-1-01,1,1,3,7,1,0,2,2,2,2,2,2,1,2,0,0,4,24,1,1,1,0,0,0,0,38,25-44,3,universitaria,0,1,72,12,6,3,sur,12,La Araucanía,1,1,4,Ocupada(o),NA,2,1,4,2,2,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,3,1,300,300,0,0,300,75,0,300,300,75,0,72,14.71,9.13,0,0,15.26,5.72,6.21,38.44000000000001,1.49,5.04,72,7.63,2.44,2.79,0,1.42,0.98,6.21,38.44000000000001,36.08,0,13.57,13.57,0,0,0,168,168,4.166666666666667,-75.31089704085707,375.31089704085707,52.57,24.79,18.59,46.06,11.03,95.99,31.01,19.11,50.18,25.97
09924-1,09924-1-02,0,0,3,7,2,0,2,2,2,2,2,2,1,2,0,0,4,24,1,1,1,0,0,0,1,39,25-44,3,universitaria,1,0,0,0,0,3,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,300,75,0,0,30.25,0.92,0.34,27.6,33.52,9.28,7.66,57.26999999999999,0,1.16,0,25.11,0.12,0.71,0.35,2.76,4.47,7.66,57.26999999999999,69.55,0,0.91,0.91,0,0.01,0.01,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09925-1,09925-1-02,0,0,1,7,2,0,0,0,0,0,2,1,0,0,2,0,2,88,0,1,1,1,1,1,1,88,66+,2,ninguna,0,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,1,2,1,2,2,3,1,NA,NA,NA,0,0,0,0,0,0,0,0,450,75,0,0,2.2,0.74,0,0,16.28,59.48,14.54,74.76,0,0,0,7.39,0,2.3,0,1.21,5.38,14.54,74.76,62.42,0,0,0,0,0.74,0.74,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
09926-1,09926-1-03,1,0,4,7,3,0,0,0,0,3,3,3,2,0,2,1,3,51.333333333333336,0,0,0,0,0,0,0,31,25-44,2,primaria,0,1,40,8,5,3,metropolitana,7,Región Metropolitana de Santiago,0.36134453781512604,0,2,Ocupada(o),1,3,3,5,5,5,1,NA,2,2,2,2,2,2,1,1,1,1,1,NA,NA,NA,107.5,107.5,0,0,0,0,28.90756302521008,136.41,377.5,108.80252100840335,0,40,8.86,0.09,0,0.23,47.66,4.13,10.94,42.54,13.55,0,40,6.47,0,0.24,1.21,21.92,17.83,10.94,42.54,26.86,0,0,0,0,0.09,0,168,168,2.6875,15.915861241680297,120.4941387583197,41.26,7.38,6.48,9.68,2.89,21.02,5.9,10.32,14.27,1.29
09928-1,09928-1-01,1,1,2,7,1,0,2,2,2,2,2,1,2,NA,0,0,4,24.25,1,1,1,1,1,1,1,39,25-44,3,universitaria,0,1,45,9,5,5,metropolitana,7,Región Metropolitana de Santiago,0.375,1,3,Ocupada(o),1,3,2,5,2,2,2,NA,1,2,1,1,3,3,NA,NA,NA,NA,NA,3,3,1,750,750,0,0,2000,500,0,750,2000,500,0,45,29.28,12.72,0.75,0,21.45,3.08,6.03,49.09000000000001,0.05,0.55,45,12.47,0.42,0.39,0,5.91,2.26,6.03,49.09000000000001,46.42,0,13.11,13.11,0,0,0,168,168,16.666666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09930-1,09930-1-02,0,0,4,6,2,0,1,1,1,3,3,1,2,0,0,0,4,29.5,1,1,1,0,0,0,1,45,25-44,1,primaria,0,0,0,0,0,2,sur,14,Los Lagos,0,0,NA,Inactiva(o),NA,NA,NA,3,1,4,NA,NA,2,2,1,1,3,2,NA,NA,NA,NA,NA,3,NA,1,0,0,0,0,0,0,0,0,275,68.75,0,0,30.17,14.21,2.08,0,63.94,3.42,7,46.13000000000001,0,1.05,0,30.79,9.74,14.56,0,7.36,1.49,7,46.13000000000001,50.92,0,14.21,14.21,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
09931-1,09931-1-01,0,0,1,7,1,0,0,0,0,3,3,2,2,0,2,0,3,56,0,1,1,0,0,0,1,65,45-65,2,ninguna,0,0,0,0,0,4,norte,3,Antofagasta,0.5359628770301624,0,NA,Inactiva(o),NA,NA,NA,1,4,85,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,115.5,331,265.5,88.5,177.40371229698374,292.9,546.5,130.96790409899458,1786000,0,46.13,0.11,0,0,34.74,21.12,8.42,57.43000000000001,0,0.05,0,14.28,0,0.45,0.45,19.35,0.21,8.42,57.43000000000001,67.41,0,0.11,0.11,0,0,0,168,168,NA,68.93637708022207,223.9636229197779,73.43,14.78,13.73,19.06,5,31.44,11.27,19.97,32.76,2.55
09931-1,09931-1-03,1,0,1,7,2,0,0,0,0,3,3,2,2,0,2,0,3,56,0,1,1,0,0,0,0,64,45-65,2,primaria,0,1,40,8,5,4,norte,3,Antofagasta,0.1160092807424594,0,2,Ocupada(o),2,3,3,3,4,85,2,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,0,0,38.399071925754065,63.4,546.5,84.63302397525136,100000,40,5.81,0,0,0,37.31,7.44,19.18,54.48999999999999,3.43,0.34,40,16.07,0,0,1.03,20.13,0.08,19.18,54.48999999999999,17.03,0,0,0,0,0,0,168,168,0,14.921293740307808,48.47870625969219,15.89,3.2,2.97,4.13,1.08,6.8,2.44,4.32,7.09,0.55
09934-1,09934-1-01,0,0,2,6,1,0,0,0,0,0,1,1,0,0,1,0,1,80,0,0,0,0,0,0,1,80,66+,2,ninguna,0,0,0,0,0,2,sur,15,Aysén del General Carlos Ibañez del Campo,1,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,80,160,80,80,160,240,240,240,960000,0,43.34,0,0,0,35.46,17.32,18.14,53.74,0,0,0,22.54,0,0,2.84,8.83,1.25,18.14,53.74,60.66,0,0,0,0,0,0,168,168,NA,103.82659223652868,136.17340776347132,35.9,5.08,2.29,12.28,3.1,36.87,11.11,18.61,10.77,0.16
09935-1,09935-1-02,0,0,1,7,2,0,1,1,1,2,2,2,1,1,0,0,3,25.666666666666668,1,1,1,0,0,0,1,33,25-44,3,secundaria,0,0,7,1,7,4,metropolitana,7,Región Metropolitana de Santiago,0.008746355685131196,0,1,Ocupada(o),2,2,3,4,4,4,1,NA,1,1,2,1,3,3,NA,NA,NA,NA,NA,4,4,1,3.75,3.75,0,0,0,0,0,3.75,428.75,142.91666666666666,0,7,33.88,23.52,0.14,0,34.51,4.62,16.8,45.03999999999999,0.01,2.48,7,19.29,0.79,0.12,0.04,9.24,5.03,16.8,45.03999999999999,64.66,0,25.77,25.77,0,0,0,168,168,0.5357142857142857,-0.36162363640539097,4.111623636405391,0.71,0.38,0.36,0.33,0.13,0.82,0.25,0.3,0.56,0.26
09936-1,09936-1-01,1,0,5,7,1,0,0,0,0,2,2,1,1,0,0,0,2,29,1,1,0,0,1,1,1,40,25-44,1,secundaria,0,1,15,5,3,1,norte,4,Atacama,1,0,1,Ocupada(o),2,2,3,3,4,NA,1,NA,2,2,2,2,1,2,1,1,1,3,3,NA,NA,NA,17.5,17.5,0,0,17.5,8.75,0,17.5,17.5,8.75,0,15,25.6,8.45,0,0,26.05,8.56,5.45,76.65,0,2.24,15,4.84,0,0.61,0.85,14.29,5.46,5.45,76.65,44.85,0,0,0,8.45,0,8.45,168,168,1.1666666666666667,-92.3258427096518,109.8258427096518,33.31,5.73,6.42,10.4,3.68,27.14,4.33,4.65,11.73,2.42
09937-1,09937-1-03,0,0,1,6,3,0,0,0,0,0,3,1,0,2,3,0,3,75.66666666666667,0,1,1,0,0,0,1,68,66+,2,universitaria,0,0,0,0,0,2,sur,15,Aysén del General Carlos Ibañez del Campo,1,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,0,0,0,140,210,210,70,280000,0,33.73,0.58,8.56,0,34.74,8.32,20.39,60.72999999999999,0,0.95,0,5.31,0.38,8.7,0.82,10.57,8.96,20.39,60.72999999999999,52.15,0,0.29,0.29,0.05,0.29,0.29,168,168,NA,12.026134158877955,197.97386584112203,46.59,5.72,5.16,23.29,2.83,56.28,21.65,22.74,13.14,0.57
09939-1,09939-1-02,1,0,2,6,2,0,0,0,0,2,2,2,2,2,0,0,2,32,0,1,1,0,0,0,1,32,25-44,3,técnica,1,1,40,9,5,5,metropolitana,7,Región Metropolitana de Santiago,0.23728813559322032,1,2,Ocupada(o),2,2,3,4,2,NA,2,2,2,85,2,1,3,85,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,0,0,4.1525423728813555,179.15,755,370.82627118644064,0,40,22.41,0.02,0,10,27.46,7.41,4.34,55.79,0.09,0.48,40,10.91,1.13,0.55,0.05,7.62,7.19,4.34,55.79,40.41,0,0.02,0.02,0,0,0,168,168,4.375,5.817105241657173,173.33289475834283,14.88,21.17,28.77,13.1,3.61,28.83,13.89,11.74,23.36,13.98
09945-1,09945-1-02,1,0,3,7,5,0,0,0,0,3,3,3,2,0,0,0,3,37.666666666666664,0,0,0,0,0,0,1,59,45-65,1,ninguna,0,1,24,6,4,2,sur,12,La Araucanía,0.4285714285714286,0,1,Ocupada(o),2,5,3,4,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,60,60,0,0,0,0,49.285714285714285,109.29,255,63.0952380952381,0,24,17.53,0.4,0,0,30.06,11.62,13.81,67.48,2.88,0.22,24,4.69,0,0.36,4.51,18.28,2.23,13.81,67.48,32.65,0,0.38,0.38,0.03,0,0.01,168,168,2.5,9.899396580745023,99.39060341925499,25.63,5.51,3.02,10.45,3.32,24.44,4.71,6.37,14.52,1.42
09946-1,09946-1-02,1,0,2,7,5,0,0,0,0,2,2,2,1,2,1,0,2,44,0,0,0,0,0,0,1,61,45-65,2,universitaria,0,1,45,9,5,2,sur,12,La Araucanía,1,0,3,Ocupada(o),1,3,1,4,4,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,0,0,0,0,250,250,125,0,45,19.49,0.03,0.16,0,41.09,2.33,15.31,37.63999999999999,3.45,3.5,45,20.67,5.24,7.76,0.24,7,0.18,15.31,37.63999999999999,28.96,0,0,0,0,0.03,0.03,168,168,5.555555555555555,-6.211216505991757,256.21121650599173,38.73,14.68,12.21,33.54,5.91,78.33,20.09,17.06,31.11,4.53
09948-1,09948-1-04,0,0,5,6,8,0,0,0,1,2,3,4,1,3,2,1,4,61.25,0,0,0,1,0,1,1,15,12-24,2,primaria,1,0,0,0,0,5,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,3,2,3,NA,1,2,85,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1782.5,172.5,0,0,9.5,0,0,5.79,66.75,15.56,5.11,65.28999999999999,0,0,0,38.77,7.26,2.76,0,1.57,16.39,5.11,65.28999999999999,30.86,0,0,0,0,0,0,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
09952-1,09952-1-01,1,1,3,7,1,0,0,0,0,3,3,2,2,3,0,0,3,43.333333333333336,1,1,1,0,0,0,0,51,45-65,2,técnica,0,1,40,8,5,3,sur,12,La Araucanía,0.6790123456790124,0,2,Ocupada(o),1,3,3,5,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,275,275,0,0,405,135,0,275,405,135,0,40,7.6,0,0,0,36.46,9.57,12.13,48.220000000000006,9.24,4.78,40,6.42,0,7.02,0,16.01,7.02,12.13,48.220000000000006,31.18,0,0,0,4.78,0,0,168.00000000000003,168,6.875,24.924968609143498,250.0750313908565,41.71,16.51,14.07,32.69,5.31,61.67,18.78,15.86,36.81,6.67
09952-1,09952-1-03,0,0,3,7,3,0,0,0,0,3,3,2,2,3,0,0,3,43.333333333333336,0,0,0,0,0,0,0,23,12-24,2,técnica,1,0,0,0,0,3,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,3,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,405,135,0,0,12.66,0,0.53,63.9,27.86,2.64,9.56,45.69000000000001,5.16,0,0,10.03,3.16,7.4,0,4.21,3.07,9.56,45.69000000000001,84.88,0,0,0,0,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
09953-1,09953-1-01,0,0,2,6,1,0,0,0,0,1,1,1,0,0,1,0,1,61,0,0,0,0,0,0,1,61,45-65,1,primaria,0,0,0,0,0,1,norte,4,Atacama,1,0,NA,Inactiva(o),NA,NA,NA,5,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48,96,48,48,96,144,144,144,576000,0,14.9,0,0,0,83.29,5.56,9.62,54.63,0,0,0,6.17,0,0,8.21,67.36,1.54,9.62,54.63,20.46,0,0,0,0,0,0,167.99999999999997,168,NA,43.817608879663766,100.18239112033623,36.13,3.94,3.81,8.86,2.4,24.05,5.33,7.38,7.86,0.42
09954-1,09954-1-01,1,0,1,7,1,0,0,0,0,2,2,2,2,2,0,0,2,39,0,1,1,1,0,1,1,37,25-44,1,universitaria,0,1,56,8,7,2,centro,8,Libertador General Bernardo O´Higgins,0.3,1,4,Ocupada(o),1,1,3,4,4,NA,1,NA,2,85,2,1,2,85,NA,NA,NA,NA,NA,NA,NA,NA,75,75,0,0,250,125,0,75,250,125,0,56,10.46,0,8.27,0,38.76,2.9,8,42.529999999999994,0.01,1.07,56,0.42,0.37,0,0.22,4.63,33.12,8,42.529999999999994,22.72,0,0,0,0,0,0,168,168,1.3392857142857142,-7.555495853305307,82.5554958533053,14.99,5.52,6.3,10.51,2.23,19.53,5.85,5.07,11.08,1.49
09955-1,09955-1-01,1,0,2,6,1,0,0,0,0,2,2,2,2,2,0,0,2,39.5,0,0,0,0,0,0,0,30,25-44,2,universitaria,0,1,45,9,5,3,norte,5,Coquimbo,0.75,0,3,Ocupada(o),1,3,1,3,4,NA,2,NA,2,85,3,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,225,225,0,0,300,150,0,225,300,150,0,45,16.48,0,3.68,0,44.85,2.9,6.11,44.45,4.32,0.21,45,11.53,11.16,0.05,0,7.63,14.49,6.11,44.45,27.59,0,0,0,0,0,0,168,168,5,-18.66057502521778,243.66057502521778,42.63,18.95,29.91,28.74,5.24,51.23,16.24,12.15,32.26,6.31
09957-1,09957-1-01,1,1,4,7,1,0,0,0,0,4,4,2,4,4,2,0,4,49.75,1,1,1,0,0,0,0,65,45-65,2,universitaria,0,1,45,8,5,5,metropolitana,7,Región Metropolitana de Santiago,0.38961038961038963,0,3,Ocupada(o),1,4,1,4,4,85,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,375,375,0,0,962.5,240.625,0,375,962.5,240.625,0,45,11.29,0,0,0,31.96,4.62,12.38,46.7,14.71,1.34,45,11.25,0,9.24,0,8.84,2.63,12.38,46.7,31.96,0,0,0,0,0,0,168.00000000000003,168,8.333333333333334,60.279814920358966,314.72018507964106,55.27,27.87,42.5,27.11,5.05,45.82,26.87,29.25,43.3,11.67
09958-1,09958-1-01,0,0,4,7,1,0,0,0,0,2,2,1,0,0,0,0,2,48.5,1,0,0,0,1,1,1,59,45-65,1,ninguna,0,0,0,0,0,3,centro,10,Ñuble,0.5,0,NA,Inactiva(o),NA,NA,NA,4,3,NA,NA,NA,1,2,2,2,3,3,1,1,1,1,1,NA,NA,NA,0,0,50,200,100,50,100,150,300,100,1000000,0,24.49,2.12,0,0,33.33,15.78,11.27,75.6,5.27,0.14,0,6.21,0,0.2,0,26.11,0.82,11.27,75.6,47.8,0,0,0,2.12,0,2.12,168,168,NA,13.715910551159938,136.28408944884006,36.87,9.22,5.64,12.71,4.29,24.52,8.82,14,17.54,2.68
09959-1,09959-1-01,1,1,1,6,1,1,1,2,2,2,3,1,2,0,1,0,5,27.8,1,1,1,0,0,0,0,27,25-44,2,primaria,0,1,48,8,6,3,sur,15,Aysén del General Carlos Ibañez del Campo,0.5675675675675675,0,4,Ocupada(o),2,2,3,5,3,3,2,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,1,1,1,112.5,157.5,0,115,277.5,55.5,65.27027027027026,222.77,392.5,68.55405405405405,460000,48,1.35,0.48,0,0,46.84,16.75,8.38,38.33,7.69,0.18,48,12.9,1.6,0.01,0,15.47,16.87,8.38,38.33,26.46,0.61,0,0.61,0.01,0,0.01,168,168,3.28125,24.34491785984532,198.4250821401547,53.44,10.39,5.09,18.54,7.26,47.01,13.02,12.54,28.48,2.66
09960-1,09960-1-02,0,0,4,6,3,0,0,0,0,1,2,2,0,0,1,0,2,50,0,0,0,0,0,0,0,33,25-44,1,secundaria,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,3,4,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,255,67.5,0,0,13.86,0,41.58,0,58.97,13.12,7.77,32.349999999999994,0,0.35,0,22.46,6.47,0.2,0,14.43,15.4,7.77,32.349999999999994,68.92,0,0,0,0,0,0,167.99999999999997,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
09961-1,09961-1-01,0,0,1,7,1,2,1,3,3,1,1,1,0,0,0,0,4,9,1,1,0,0,0,0,1,23,12-24,1,ninguna,1,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,4,5,5,NA,2,85,2,2,2,2,3,4,1,1,1,1,NA,NA,NA,0,0,0,75,75,18.75,0,0,75,0,300000,0,26.92,49.04,0.17,0.09,13.58,5.46,5.74,58.92000000000001,0,8.08,0,5.1,0.05,0.05,0.84,1.98,5.57,5.74,58.92000000000001,89.77,51.73,33.64,51.73,0,0,40.68,168.00000000000003,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09963-1,09963-1-01,0,0,2,7,1,0,0,0,0,4,5,1,0,2,1,0,5,41.8,1,1,1,0,0,0,0,53,45-65,3,universitaria,0,0,0,0,0,5,centro,11,Biobío,0.5593288054334798,0,NA,Inactiva(o),NA,NA,NA,5,5,5,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,700,2503,1251.5,250.3,1400,2100,3754.5,530.3,12812000,0,23.35,0,0,0,57.26,5.62,16.6,65.17,0,0,0,30.13,0,0,8.83,8.89,9.42,16.6,65.17,28.96,0,0,0,0,0,0,167.99999999999997,168,NA,999.321962623783,1100.6780373762172,180.29,72.29,86.87,97.58,17,122.68,99.6,111.97,133.3,179.1
09964-1,09964-1-01,0,0,4,6,1,0,0,0,0,4,4,2,1,2,0,0,4,38,0,0,0,0,0,0,1,22,12-24,2,universitaria,1,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,4,5,NA,2,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,175,43.75,0,0,175,43.75,0,0,12.23,0.06,9.63,32.12,41.14,7.31,12.14,50.09999999999999,3.21,0.06,0,10.99,2.25,0.58,9.68,3.59,14.04,12.14,50.09999999999999,64.61,0,0,0,0.06,0,0.06,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09964-1,09964-1-03,0,0,4,6,5,0,0,0,0,4,4,2,1,2,0,0,4,38,0,1,1,0,0,0,1,51,45-65,2,primaria,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,175,43.75,0,0,56.14,0,0,0,47.2,3.81,9.06,51.07,0,0.72,0,8.6,0,0,16.3,21.23,1.08,9.06,51.07,60.67,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09965-1,09965-1-01,1,0,1,7,1,0,0,0,0,3,3,3,3,1,0,0,3,39.666666666666664,1,0,0,0,0,0,1,57,45-65,2,primaria,0,1,3,3,1,1,centro,10,Ñuble,0.015151515151515152,0,1,Ocupada(o),2,3,3,3,4,4,2,NA,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,0,0,165,55,0,2.5,165,55,0,3,37.99,0,29.18,0,21.21,9.84,15.98,49.83,0,0.97,3,7.42,1.61,5.84,0,0,6.34,15.98,49.83,77.99,0,0,0,0,0,0,168,168,0.8333333333333334,-0.3042931673445042,2.804293167344504,0.95,0.13,0.12,0.3,0.08,0.6,0.12,0.14,0.34,0.03
09965-1,09965-1-02,1,0,1,7,3,0,0,0,0,3,3,3,3,1,0,0,3,39.666666666666664,0,0,0,0,0,0,0,34,25-44,2,secundaria,0,1,48,8,6,1,centro,10,Ñuble,0.6060606060606061,0,4,Ocupada(o),1,3,3,4,5,4,1,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,165,55,0,48,1.41,0,0,0,36.46,7.32,9.47,60.04,5.27,0.03,48,4.58,2.68,0,1.73,26.78,0.69,9.47,60.04,14.03,0,0,0,0,0,0,168,168,2.0833333333333335,-12.171726693780167,112.17172669378017,37.91,5.08,4.96,11.87,3.3,23.89,4.88,5.52,13.64,1.11
09966-1,09966-1-01,1,0,1,6,1,0,1,1,1,2,2,1,2,2,0,0,3,32.666666666666664,0,1,1,0,0,0,0,45,25-44,2,universitaria,0,1,50,10,5,5,centro,10,Ñuble,0.53125,0,4,Ocupada(o),1,3,1,4,5,5,1,NA,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,425,425,0,0,800,266.6666666666667,0,425,800,266.6666666666667,0,50,7.77,1.49,0,0,61.89,3.57,6.46,33.64999999999999,2.2,0.97,50,17.33,0,0.47,0,14.49,29.6,6.46,33.64999999999999,16.01,0,1.49,1.49,0.73,0,0,168,168,8.5,32.89090872423498,392.109091275765,40.97,43.56,42.66,35.83,10.25,55.9,37.42,28.93,63.84,32.74
09968-1,09968-1-01,0,0,4,6,1,0,0,0,0,2,2,2,0,2,0,0,2,28.5,0,1,1,0,0,0,0,30,25-44,2,técnica,0,0,0,0,0,1,centro,9,Maule,0,0,NA,Desocupada(o),NA,NA,NA,4,4,NA,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,15.95,0,0,0,83.96,10.77,7.28,49.37,0,0.67,0,8.69,24.87,4.62,0.97,17.02,27.79,7.28,49.37,27.39,0,0,0,0,0,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
09969-1,09969-1-01,1,0,5,7,1,0,0,0,0,2,2,2,1,0,0,0,2,40,1,0,0,0,0,0,1,58,45-65,2,primaria,0,1,35,7,5,1,metropolitana,7,Región Metropolitana de Santiago,1,0,2,Ocupada(o),2,5,3,5,5,NA,2,NA,1,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,37.5,37.5,0,12.5,50,25,12.5,50,50,25,50000,35,45.59,0,0,0,25.82,4.02,7.61,44.54999999999999,2.9,2.51,35,5.22,0,0,3.09,11.42,6.09,7.61,44.54999999999999,55.03,0,0,0,0,0,0,168.00000000000003,168,1.0714285714285714,-86.82013857819034,136.82013857819032,44.01,6.54,6.46,11.2,4.04,36.34,6.06,8.46,12.13,1.59
